Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000001	N1	n5	1.0	Non-Terminal	BG2_protein_QNG16708.1, CBS138_protein_XP_449350.1, CBS138_protein_XP_448232.1, BG2_protein_QNG15394.1, BG2_protein_QNG12108.1, BG2_protein_QNG12752.1, CBS138_protein_XP_445979.1, BG2_protein_QNG13322.1, CBS138_protein_XP_445189.1, BG2_protein_QNG14606.1, BG2_protein_QNG13050.1, BG2_protein_QNG12527.1, BG2_protein_QNG13325.1	CBS138_protein_XP_445980.1, BG2_protein_QNG14878.1, BG2_protein_QNG14879.1, BG2_protein_QNG12107.1, BG2_protein_QNG13323.1
OG0000001	N1	n6	1.0	Non-Terminal	BG2_protein_QNG16708.1, CBS138_protein_XP_449350.1, CBS138_protein_XP_448232.1, BG2_protein_QNG15394.1, BG2_protein_QNG12108.1, BG2_protein_QNG12752.1	CBS138_protein_XP_445979.1, BG2_protein_QNG13322.1, CBS138_protein_XP_445189.1, BG2_protein_QNG14606.1, BG2_protein_QNG13050.1, BG2_protein_QNG12527.1, BG2_protein_QNG13325.1
OG0000001	N1	n7	0.5	Non-Terminal	BG2_protein_QNG16708.1, CBS138_protein_XP_449350.1, CBS138_protein_XP_448232.1, BG2_protein_QNG15394.1	BG2_protein_QNG12108.1, BG2_protein_QNG12752.1
OG0000001	N1	n8	1.0	Non-Terminal	BG2_protein_QNG16708.1, CBS138_protein_XP_449350.1	CBS138_protein_XP_448232.1, BG2_protein_QNG15394.1
OG0000001	BG2_protein	n11	1.0	Terminal	BG2_protein_QNG12108.1	BG2_protein_QNG12752.1
OG0000001	N1	n12	0.5	Non-Terminal	CBS138_protein_XP_445979.1, BG2_protein_QNG13322.1, CBS138_protein_XP_445189.1, BG2_protein_QNG14606.1, BG2_protein_QNG13050.1, BG2_protein_QNG12527.1	BG2_protein_QNG13325.1
OG0000001	N1	n13	1.0	Non-Terminal	CBS138_protein_XP_445979.1, BG2_protein_QNG13322.1	CBS138_protein_XP_445189.1, BG2_protein_QNG14606.1, BG2_protein_QNG13050.1, BG2_protein_QNG12527.1
OG0000001	BG2_protein	n16	1.0	Terminal	BG2_protein_QNG14606.1	BG2_protein_QNG13050.1, BG2_protein_QNG12527.1
OG0000001	BG2_protein	n17	1.0	Terminal	BG2_protein_QNG13050.1	BG2_protein_QNG12527.1
OG0000001	BG2_protein	n19	1.0	Terminal	BG2_protein_QNG14878.1, BG2_protein_QNG14879.1	BG2_protein_QNG12107.1, BG2_protein_QNG13323.1
OG0000001	BG2_protein	n20	1.0	Terminal	BG2_protein_QNG14878.1	BG2_protein_QNG14879.1
OG0000001	BG2_protein	n21	1.0	Terminal	BG2_protein_QNG12107.1	BG2_protein_QNG13323.1
OG0000001	N1	n22	1.0	Non-Terminal	BG2_protein_QNG15398.1, CBS138_protein_XP_002999576.1, CBS138_protein_XP_445981.1, BG2_protein_QNG13324.1, BG2_protein_QNG12753.1, BG2_protein_QNG16706.1, BG2_protein_QNG17326.1	CBS138_protein_XP_449348.1, BG2_protein_QNG16704.1, CBS138_protein_XP_445219.1, BG2_protein_QNG12557.1
OG0000001	N1	n23	0.5	Non-Terminal	BG2_protein_QNG15398.1, CBS138_protein_XP_002999576.1, CBS138_protein_XP_445981.1, BG2_protein_QNG13324.1, BG2_protein_QNG12753.1	BG2_protein_QNG16706.1, BG2_protein_QNG17326.1
OG0000001	N1	n24	0.5	Non-Terminal	BG2_protein_QNG15398.1, CBS138_protein_XP_002999576.1, CBS138_protein_XP_445981.1, BG2_protein_QNG13324.1	BG2_protein_QNG12753.1
OG0000001	N1	n25	1.0	Non-Terminal	BG2_protein_QNG15398.1, CBS138_protein_XP_002999576.1	CBS138_protein_XP_445981.1, BG2_protein_QNG13324.1
OG0000001	BG2_protein	n28	1.0	Terminal	BG2_protein_QNG16706.1	BG2_protein_QNG17326.1
OG0000001	N1	n29	1.0	Non-Terminal	CBS138_protein_XP_449348.1, BG2_protein_QNG16704.1	CBS138_protein_XP_445219.1, BG2_protein_QNG12557.1
OG0000002	sacCer_protein	n0	1.0	Terminal	sacCer_protein_NP_010834.1	sacCer_protein_NP_013572.3, sacCer_protein_NP_116589.1, sacCer_protein_NP_015530.1, sacCer_protein_NP_015529.1, sacCer_protein_NP_116590.1, sacCer_protein_NP_011814.1, sacCer_protein_NP_013567.3, sacCer_protein_NP_015528.1, sacCer_protein_NP_116591.1, sacCer_protein_NP_011116.3, sacCer_protein_NP_010839.1, sacCer_protein_NP_012090.1, sacCer_protein_NP_009439.1, sacCer_protein_NP_013569.1, sacCer_protein_NP_010836.1, sacCer_protein_NP_010837.1, sacCer_protein_NP_009438.1, sacCer_protein_NP_012091.3, sacCer_protein_NP_009437.1, sacCer_protein_NP_011813.1, sacCer_protein_NP_013034.1, sacCer_protein_NP_013033.1, sacCer_protein_NP_013573.1, sacCer_protein_NP_010835.1, sacCer_protein_NP_013571.3, sacCer_protein_NP_012311.1, sacCer_protein_NP_012092.1, sacCer_protein_NP_011117.3, sacCer_protein_NP_015040.1, sacCer_protein_NP_014060.1, sacCer_protein_NP_011812.3, sacCer_protein_NP_061495.4
OG0000002	sacCer_protein	n1	1.0	Terminal	sacCer_protein_NP_013572.3	sacCer_protein_NP_116589.1, sacCer_protein_NP_015530.1, sacCer_protein_NP_015529.1, sacCer_protein_NP_116590.1, sacCer_protein_NP_011814.1, sacCer_protein_NP_013567.3, sacCer_protein_NP_015528.1, sacCer_protein_NP_116591.1, sacCer_protein_NP_011116.3, sacCer_protein_NP_010839.1, sacCer_protein_NP_012090.1, sacCer_protein_NP_009439.1, sacCer_protein_NP_013569.1, sacCer_protein_NP_010836.1, sacCer_protein_NP_010837.1, sacCer_protein_NP_009438.1, sacCer_protein_NP_012091.3, sacCer_protein_NP_009437.1, sacCer_protein_NP_011813.1, sacCer_protein_NP_013034.1, sacCer_protein_NP_013033.1, sacCer_protein_NP_013573.1, sacCer_protein_NP_010835.1, sacCer_protein_NP_013571.3, sacCer_protein_NP_012311.1, sacCer_protein_NP_012092.1, sacCer_protein_NP_011117.3, sacCer_protein_NP_015040.1, sacCer_protein_NP_014060.1, sacCer_protein_NP_011812.3, sacCer_protein_NP_061495.4
OG0000002	sacCer_protein	n2	1.0	Terminal	sacCer_protein_NP_116589.1, sacCer_protein_NP_015530.1, sacCer_protein_NP_015529.1, sacCer_protein_NP_116590.1, sacCer_protein_NP_011814.1, sacCer_protein_NP_013567.3, sacCer_protein_NP_015528.1, sacCer_protein_NP_116591.1, sacCer_protein_NP_011116.3, sacCer_protein_NP_010839.1, sacCer_protein_NP_012090.1, sacCer_protein_NP_009439.1, sacCer_protein_NP_013569.1, sacCer_protein_NP_010836.1, sacCer_protein_NP_010837.1, sacCer_protein_NP_009438.1, sacCer_protein_NP_012091.3, sacCer_protein_NP_009437.1, sacCer_protein_NP_011813.1, sacCer_protein_NP_013034.1, sacCer_protein_NP_013033.1, sacCer_protein_NP_013573.1, sacCer_protein_NP_010835.1, sacCer_protein_NP_013571.3, sacCer_protein_NP_012311.1, sacCer_protein_NP_012092.1, sacCer_protein_NP_011117.3, sacCer_protein_NP_015040.1, sacCer_protein_NP_014060.1, sacCer_protein_NP_011812.3	sacCer_protein_NP_061495.4
OG0000002	sacCer_protein	n3	1.0	Terminal	sacCer_protein_NP_116589.1, sacCer_protein_NP_015530.1, sacCer_protein_NP_015529.1, sacCer_protein_NP_116590.1, sacCer_protein_NP_011814.1, sacCer_protein_NP_013567.3, sacCer_protein_NP_015528.1, sacCer_protein_NP_116591.1, sacCer_protein_NP_011116.3, sacCer_protein_NP_010839.1, sacCer_protein_NP_012090.1, sacCer_protein_NP_009439.1, sacCer_protein_NP_013569.1, sacCer_protein_NP_010836.1, sacCer_protein_NP_010837.1, sacCer_protein_NP_009438.1, sacCer_protein_NP_012091.3, sacCer_protein_NP_009437.1, sacCer_protein_NP_011813.1, sacCer_protein_NP_013034.1, sacCer_protein_NP_013033.1, sacCer_protein_NP_013573.1, sacCer_protein_NP_010835.1, sacCer_protein_NP_013571.3, sacCer_protein_NP_012311.1, sacCer_protein_NP_012092.1, sacCer_protein_NP_011117.3	sacCer_protein_NP_015040.1, sacCer_protein_NP_014060.1, sacCer_protein_NP_011812.3
OG0000002	sacCer_protein	n4	1.0	Terminal	sacCer_protein_NP_116589.1, sacCer_protein_NP_015530.1, sacCer_protein_NP_015529.1, sacCer_protein_NP_116590.1, sacCer_protein_NP_011814.1, sacCer_protein_NP_013567.3, sacCer_protein_NP_015528.1, sacCer_protein_NP_116591.1, sacCer_protein_NP_011116.3, sacCer_protein_NP_010839.1, sacCer_protein_NP_012090.1, sacCer_protein_NP_009439.1, sacCer_protein_NP_013569.1, sacCer_protein_NP_010836.1, sacCer_protein_NP_010837.1, sacCer_protein_NP_009438.1, sacCer_protein_NP_012091.3, sacCer_protein_NP_009437.1, sacCer_protein_NP_011813.1, sacCer_protein_NP_013034.1, sacCer_protein_NP_013033.1, sacCer_protein_NP_013573.1, sacCer_protein_NP_010835.1, sacCer_protein_NP_013571.3, sacCer_protein_NP_012311.1, sacCer_protein_NP_012092.1	sacCer_protein_NP_011117.3
OG0000002	sacCer_protein	n5	1.0	Terminal	sacCer_protein_NP_116589.1, sacCer_protein_NP_015530.1, sacCer_protein_NP_015529.1, sacCer_protein_NP_116590.1, sacCer_protein_NP_011814.1, sacCer_protein_NP_013567.3, sacCer_protein_NP_015528.1, sacCer_protein_NP_116591.1, sacCer_protein_NP_011116.3, sacCer_protein_NP_010839.1, sacCer_protein_NP_012090.1, sacCer_protein_NP_009439.1, sacCer_protein_NP_013569.1, sacCer_protein_NP_010836.1, sacCer_protein_NP_010837.1, sacCer_protein_NP_009438.1, sacCer_protein_NP_012091.3, sacCer_protein_NP_009437.1, sacCer_protein_NP_011813.1, sacCer_protein_NP_013034.1, sacCer_protein_NP_013033.1, sacCer_protein_NP_013573.1, sacCer_protein_NP_010835.1, sacCer_protein_NP_013571.3	sacCer_protein_NP_012311.1, sacCer_protein_NP_012092.1
OG0000002	sacCer_protein	n6	1.0	Terminal	sacCer_protein_NP_116589.1, sacCer_protein_NP_015530.1, sacCer_protein_NP_015529.1, sacCer_protein_NP_116590.1, sacCer_protein_NP_011814.1, sacCer_protein_NP_013567.3, sacCer_protein_NP_015528.1, sacCer_protein_NP_116591.1, sacCer_protein_NP_011116.3, sacCer_protein_NP_010839.1, sacCer_protein_NP_012090.1, sacCer_protein_NP_009439.1, sacCer_protein_NP_013569.1, sacCer_protein_NP_010836.1, sacCer_protein_NP_010837.1, sacCer_protein_NP_009438.1, sacCer_protein_NP_012091.3, sacCer_protein_NP_009437.1, sacCer_protein_NP_011813.1, sacCer_protein_NP_013034.1, sacCer_protein_NP_013033.1, sacCer_protein_NP_013573.1	sacCer_protein_NP_010835.1, sacCer_protein_NP_013571.3
OG0000002	sacCer_protein	n7	1.0	Terminal	sacCer_protein_NP_116589.1, sacCer_protein_NP_015530.1	sacCer_protein_NP_015529.1, sacCer_protein_NP_116590.1, sacCer_protein_NP_011814.1, sacCer_protein_NP_013567.3, sacCer_protein_NP_015528.1, sacCer_protein_NP_116591.1, sacCer_protein_NP_011116.3, sacCer_protein_NP_010839.1, sacCer_protein_NP_012090.1, sacCer_protein_NP_009439.1, sacCer_protein_NP_013569.1, sacCer_protein_NP_010836.1, sacCer_protein_NP_010837.1, sacCer_protein_NP_009438.1, sacCer_protein_NP_012091.3, sacCer_protein_NP_009437.1, sacCer_protein_NP_011813.1, sacCer_protein_NP_013034.1, sacCer_protein_NP_013033.1, sacCer_protein_NP_013573.1
OG0000002	sacCer_protein	n8	1.0	Terminal	sacCer_protein_NP_116589.1	sacCer_protein_NP_015530.1
OG0000002	sacCer_protein	n9	1.0	Terminal	sacCer_protein_NP_015529.1, sacCer_protein_NP_116590.1, sacCer_protein_NP_011814.1, sacCer_protein_NP_013567.3, sacCer_protein_NP_015528.1, sacCer_protein_NP_116591.1, sacCer_protein_NP_011116.3, sacCer_protein_NP_010839.1, sacCer_protein_NP_012090.1, sacCer_protein_NP_009439.1, sacCer_protein_NP_013569.1, sacCer_protein_NP_010836.1, sacCer_protein_NP_010837.1, sacCer_protein_NP_009438.1, sacCer_protein_NP_012091.3, sacCer_protein_NP_009437.1, sacCer_protein_NP_011813.1	sacCer_protein_NP_013034.1, sacCer_protein_NP_013033.1, sacCer_protein_NP_013573.1
OG0000002	sacCer_protein	n10	1.0	Terminal	sacCer_protein_NP_015529.1, sacCer_protein_NP_116590.1, sacCer_protein_NP_011814.1, sacCer_protein_NP_013567.3, sacCer_protein_NP_015528.1, sacCer_protein_NP_116591.1, sacCer_protein_NP_011116.3, sacCer_protein_NP_010839.1, sacCer_protein_NP_012090.1, sacCer_protein_NP_009439.1, sacCer_protein_NP_013569.1, sacCer_protein_NP_010836.1, sacCer_protein_NP_010837.1, sacCer_protein_NP_009438.1, sacCer_protein_NP_012091.3, sacCer_protein_NP_009437.1	sacCer_protein_NP_011813.1
OG0000002	sacCer_protein	n11	1.0	Terminal	sacCer_protein_NP_015529.1, sacCer_protein_NP_116590.1, sacCer_protein_NP_011814.1, sacCer_protein_NP_013567.3, sacCer_protein_NP_015528.1, sacCer_protein_NP_116591.1, sacCer_protein_NP_011116.3, sacCer_protein_NP_010839.1, sacCer_protein_NP_012090.1, sacCer_protein_NP_009439.1, sacCer_protein_NP_013569.1, sacCer_protein_NP_010836.1, sacCer_protein_NP_010837.1, sacCer_protein_NP_009438.1, sacCer_protein_NP_012091.3	sacCer_protein_NP_009437.1
OG0000002	sacCer_protein	n12	1.0	Terminal	sacCer_protein_NP_015529.1, sacCer_protein_NP_116590.1, sacCer_protein_NP_011814.1, sacCer_protein_NP_013567.3, sacCer_protein_NP_015528.1, sacCer_protein_NP_116591.1, sacCer_protein_NP_011116.3, sacCer_protein_NP_010839.1, sacCer_protein_NP_012090.1, sacCer_protein_NP_009439.1, sacCer_protein_NP_013569.1, sacCer_protein_NP_010836.1, sacCer_protein_NP_010837.1, sacCer_protein_NP_009438.1	sacCer_protein_NP_012091.3
OG0000002	sacCer_protein	n13	1.0	Terminal	sacCer_protein_NP_015529.1, sacCer_protein_NP_116590.1, sacCer_protein_NP_011814.1, sacCer_protein_NP_013567.3, sacCer_protein_NP_015528.1, sacCer_protein_NP_116591.1, sacCer_protein_NP_011116.3, sacCer_protein_NP_010839.1, sacCer_protein_NP_012090.1, sacCer_protein_NP_009439.1	sacCer_protein_NP_013569.1, sacCer_protein_NP_010836.1, sacCer_protein_NP_010837.1, sacCer_protein_NP_009438.1
OG0000002	sacCer_protein	n14	1.0	Terminal	sacCer_protein_NP_015529.1, sacCer_protein_NP_116590.1	sacCer_protein_NP_011814.1, sacCer_protein_NP_013567.3, sacCer_protein_NP_015528.1, sacCer_protein_NP_116591.1, sacCer_protein_NP_011116.3, sacCer_protein_NP_010839.1, sacCer_protein_NP_012090.1, sacCer_protein_NP_009439.1
OG0000002	sacCer_protein	n15	1.0	Terminal	sacCer_protein_NP_015529.1	sacCer_protein_NP_116590.1
OG0000002	sacCer_protein	n16	1.0	Terminal	sacCer_protein_NP_011814.1, sacCer_protein_NP_013567.3, sacCer_protein_NP_015528.1, sacCer_protein_NP_116591.1, sacCer_protein_NP_011116.3, sacCer_protein_NP_010839.1	sacCer_protein_NP_012090.1, sacCer_protein_NP_009439.1
OG0000002	sacCer_protein	n17	1.0	Terminal	sacCer_protein_NP_011814.1	sacCer_protein_NP_013567.3, sacCer_protein_NP_015528.1, sacCer_protein_NP_116591.1, sacCer_protein_NP_011116.3, sacCer_protein_NP_010839.1
OG0000002	sacCer_protein	n18	1.0	Terminal	sacCer_protein_NP_013567.3	sacCer_protein_NP_015528.1, sacCer_protein_NP_116591.1, sacCer_protein_NP_011116.3, sacCer_protein_NP_010839.1
OG0000002	sacCer_protein	n19	1.0	Terminal	sacCer_protein_NP_015528.1, sacCer_protein_NP_116591.1	sacCer_protein_NP_011116.3, sacCer_protein_NP_010839.1
OG0000002	sacCer_protein	n20	1.0	Terminal	sacCer_protein_NP_015528.1	sacCer_protein_NP_116591.1
OG0000002	sacCer_protein	n21	1.0	Terminal	sacCer_protein_NP_011116.3	sacCer_protein_NP_010839.1
OG0000002	sacCer_protein	n22	1.0	Terminal	sacCer_protein_NP_012090.1	sacCer_protein_NP_009439.1
OG0000002	sacCer_protein	n23	1.0	Terminal	sacCer_protein_NP_013569.1, sacCer_protein_NP_010836.1, sacCer_protein_NP_010837.1	sacCer_protein_NP_009438.1
OG0000002	sacCer_protein	n24	1.0	Terminal	sacCer_protein_NP_013569.1, sacCer_protein_NP_010836.1	sacCer_protein_NP_010837.1
OG0000002	sacCer_protein	n25	1.0	Terminal	sacCer_protein_NP_013569.1	sacCer_protein_NP_010836.1
OG0000002	sacCer_protein	n26	1.0	Terminal	sacCer_protein_NP_013034.1, sacCer_protein_NP_013033.1	sacCer_protein_NP_013573.1
OG0000002	sacCer_protein	n27	1.0	Terminal	sacCer_protein_NP_013034.1	sacCer_protein_NP_013033.1
OG0000002	sacCer_protein	n28	1.0	Terminal	sacCer_protein_NP_010835.1	sacCer_protein_NP_013571.3
OG0000002	sacCer_protein	n29	1.0	Terminal	sacCer_protein_NP_012311.1	sacCer_protein_NP_012092.1
OG0000002	sacCer_protein	n30	1.0	Terminal	sacCer_protein_NP_015040.1	sacCer_protein_NP_014060.1, sacCer_protein_NP_011812.3
OG0000002	sacCer_protein	n31	1.0	Terminal	sacCer_protein_NP_014060.1	sacCer_protein_NP_011812.3
OG0000003	sacCer_protein	n0	1.0	Terminal	sacCer_protein_NP_058192.1	sacCer_protein_NP_009407.1, sacCer_protein_NP_012563.1, sacCer_protein_NP_058159.1, sacCer_protein_NP_058180.1, sacCer_protein_NP_058179.1, sacCer_protein_NP_009550.1, sacCer_protein_NP_013760.1, sacCer_protein_NP_010455.1, sacCer_protein_NP_058155.1, sacCer_protein_NP_058170.1, sacCer_protein_NP_058190.1, sacCer_protein_NP_058153.3, sacCer_protein_NP_058182.1, sacCer_protein_NP_058196.1, sacCer_protein_NP_013673.1, sacCer_protein_NP_012561.3, sacCer_protein_NP_058172.1, sacCer_protein_NP_058173.1, sacCer_protein_NP_058141.1, sacCer_protein_NP_058156.1, sacCer_protein_NP_009568.1, sacCer_protein_NP_058184.3, sacCer_protein_NP_058194.1, sacCer_protein_NP_058166.1, sacCer_protein_NP_013766.1, sacCer_protein_NP_058151.1, sacCer_protein_NP_620388.3, sacCer_protein_NP_058176.1, sacCer_protein_NP_036195.3, sacCer_protein_NP_058161.1, sacCer_protein_NP_058149.1
OG0000003	sacCer_protein	n1	1.0	Terminal	sacCer_protein_NP_009407.1	sacCer_protein_NP_012563.1, sacCer_protein_NP_058159.1, sacCer_protein_NP_058180.1, sacCer_protein_NP_058179.1, sacCer_protein_NP_009550.1, sacCer_protein_NP_013760.1, sacCer_protein_NP_010455.1, sacCer_protein_NP_058155.1, sacCer_protein_NP_058170.1, sacCer_protein_NP_058190.1, sacCer_protein_NP_058153.3, sacCer_protein_NP_058182.1, sacCer_protein_NP_058196.1, sacCer_protein_NP_013673.1, sacCer_protein_NP_012561.3, sacCer_protein_NP_058172.1, sacCer_protein_NP_058173.1, sacCer_protein_NP_058141.1, sacCer_protein_NP_058156.1, sacCer_protein_NP_009568.1, sacCer_protein_NP_058184.3, sacCer_protein_NP_058194.1, sacCer_protein_NP_058166.1, sacCer_protein_NP_013766.1, sacCer_protein_NP_058151.1, sacCer_protein_NP_620388.3, sacCer_protein_NP_058176.1, sacCer_protein_NP_036195.3, sacCer_protein_NP_058161.1, sacCer_protein_NP_058149.1
OG0000003	sacCer_protein	n2	1.0	Terminal	sacCer_protein_NP_012563.1, sacCer_protein_NP_058159.1	sacCer_protein_NP_058180.1, sacCer_protein_NP_058179.1, sacCer_protein_NP_009550.1, sacCer_protein_NP_013760.1, sacCer_protein_NP_010455.1, sacCer_protein_NP_058155.1, sacCer_protein_NP_058170.1, sacCer_protein_NP_058190.1, sacCer_protein_NP_058153.3, sacCer_protein_NP_058182.1, sacCer_protein_NP_058196.1, sacCer_protein_NP_013673.1, sacCer_protein_NP_012561.3, sacCer_protein_NP_058172.1, sacCer_protein_NP_058173.1, sacCer_protein_NP_058141.1, sacCer_protein_NP_058156.1, sacCer_protein_NP_009568.1, sacCer_protein_NP_058184.3, sacCer_protein_NP_058194.1, sacCer_protein_NP_058166.1, sacCer_protein_NP_013766.1, sacCer_protein_NP_058151.1, sacCer_protein_NP_620388.3, sacCer_protein_NP_058176.1, sacCer_protein_NP_036195.3, sacCer_protein_NP_058161.1, sacCer_protein_NP_058149.1
OG0000003	sacCer_protein	n3	1.0	Terminal	sacCer_protein_NP_012563.1	sacCer_protein_NP_058159.1
OG0000003	sacCer_protein	n4	1.0	Terminal	sacCer_protein_NP_058180.1	sacCer_protein_NP_058179.1, sacCer_protein_NP_009550.1, sacCer_protein_NP_013760.1, sacCer_protein_NP_010455.1, sacCer_protein_NP_058155.1, sacCer_protein_NP_058170.1, sacCer_protein_NP_058190.1, sacCer_protein_NP_058153.3, sacCer_protein_NP_058182.1, sacCer_protein_NP_058196.1, sacCer_protein_NP_013673.1, sacCer_protein_NP_012561.3, sacCer_protein_NP_058172.1, sacCer_protein_NP_058173.1, sacCer_protein_NP_058141.1, sacCer_protein_NP_058156.1, sacCer_protein_NP_009568.1, sacCer_protein_NP_058184.3, sacCer_protein_NP_058194.1, sacCer_protein_NP_058166.1, sacCer_protein_NP_013766.1, sacCer_protein_NP_058151.1, sacCer_protein_NP_620388.3, sacCer_protein_NP_058176.1, sacCer_protein_NP_036195.3, sacCer_protein_NP_058161.1, sacCer_protein_NP_058149.1
OG0000003	sacCer_protein	n5	1.0	Terminal	sacCer_protein_NP_058179.1, sacCer_protein_NP_009550.1, sacCer_protein_NP_013760.1, sacCer_protein_NP_010455.1	sacCer_protein_NP_058155.1, sacCer_protein_NP_058170.1, sacCer_protein_NP_058190.1, sacCer_protein_NP_058153.3, sacCer_protein_NP_058182.1, sacCer_protein_NP_058196.1, sacCer_protein_NP_013673.1, sacCer_protein_NP_012561.3, sacCer_protein_NP_058172.1, sacCer_protein_NP_058173.1, sacCer_protein_NP_058141.1, sacCer_protein_NP_058156.1, sacCer_protein_NP_009568.1, sacCer_protein_NP_058184.3, sacCer_protein_NP_058194.1, sacCer_protein_NP_058166.1, sacCer_protein_NP_013766.1, sacCer_protein_NP_058151.1, sacCer_protein_NP_620388.3, sacCer_protein_NP_058176.1, sacCer_protein_NP_036195.3, sacCer_protein_NP_058161.1, sacCer_protein_NP_058149.1
OG0000003	sacCer_protein	n6	1.0	Terminal	sacCer_protein_NP_058179.1	sacCer_protein_NP_009550.1, sacCer_protein_NP_013760.1, sacCer_protein_NP_010455.1
OG0000003	sacCer_protein	n7	1.0	Terminal	sacCer_protein_NP_009550.1, sacCer_protein_NP_013760.1	sacCer_protein_NP_010455.1
OG0000003	sacCer_protein	n8	1.0	Terminal	sacCer_protein_NP_009550.1	sacCer_protein_NP_013760.1
OG0000003	sacCer_protein	n9	1.0	Terminal	sacCer_protein_NP_058155.1, sacCer_protein_NP_058170.1, sacCer_protein_NP_058190.1, sacCer_protein_NP_058153.3, sacCer_protein_NP_058182.1, sacCer_protein_NP_058196.1, sacCer_protein_NP_013673.1, sacCer_protein_NP_012561.3, sacCer_protein_NP_058172.1, sacCer_protein_NP_058173.1, sacCer_protein_NP_058141.1, sacCer_protein_NP_058156.1, sacCer_protein_NP_009568.1, sacCer_protein_NP_058184.3, sacCer_protein_NP_058194.1, sacCer_protein_NP_058166.1, sacCer_protein_NP_013766.1, sacCer_protein_NP_058151.1, sacCer_protein_NP_620388.3, sacCer_protein_NP_058176.1, sacCer_protein_NP_036195.3, sacCer_protein_NP_058161.1	sacCer_protein_NP_058149.1
OG0000003	sacCer_protein	n10	1.0	Terminal	sacCer_protein_NP_058155.1, sacCer_protein_NP_058170.1, sacCer_protein_NP_058190.1, sacCer_protein_NP_058153.3, sacCer_protein_NP_058182.1, sacCer_protein_NP_058196.1, sacCer_protein_NP_013673.1, sacCer_protein_NP_012561.3, sacCer_protein_NP_058172.1, sacCer_protein_NP_058173.1	sacCer_protein_NP_058141.1, sacCer_protein_NP_058156.1, sacCer_protein_NP_009568.1, sacCer_protein_NP_058184.3, sacCer_protein_NP_058194.1, sacCer_protein_NP_058166.1, sacCer_protein_NP_013766.1, sacCer_protein_NP_058151.1, sacCer_protein_NP_620388.3, sacCer_protein_NP_058176.1, sacCer_protein_NP_036195.3, sacCer_protein_NP_058161.1
OG0000003	sacCer_protein	n11	1.0	Terminal	sacCer_protein_NP_058155.1, sacCer_protein_NP_058170.1, sacCer_protein_NP_058190.1, sacCer_protein_NP_058153.3, sacCer_protein_NP_058182.1, sacCer_protein_NP_058196.1	sacCer_protein_NP_013673.1, sacCer_protein_NP_012561.3, sacCer_protein_NP_058172.1, sacCer_protein_NP_058173.1
OG0000003	sacCer_protein	n12	1.0	Terminal	sacCer_protein_NP_058155.1, sacCer_protein_NP_058170.1, sacCer_protein_NP_058190.1, sacCer_protein_NP_058153.3	sacCer_protein_NP_058182.1, sacCer_protein_NP_058196.1
OG0000003	sacCer_protein	n13	1.0	Terminal	sacCer_protein_NP_058155.1, sacCer_protein_NP_058170.1, sacCer_protein_NP_058190.1	sacCer_protein_NP_058153.3
OG0000003	sacCer_protein	n14	1.0	Terminal	sacCer_protein_NP_058155.1	sacCer_protein_NP_058170.1, sacCer_protein_NP_058190.1
OG0000003	sacCer_protein	n15	1.0	Terminal	sacCer_protein_NP_058170.1	sacCer_protein_NP_058190.1
OG0000003	sacCer_protein	n16	1.0	Terminal	sacCer_protein_NP_058182.1	sacCer_protein_NP_058196.1
OG0000003	sacCer_protein	n17	1.0	Terminal	sacCer_protein_NP_013673.1, sacCer_protein_NP_012561.3, sacCer_protein_NP_058172.1	sacCer_protein_NP_058173.1
OG0000003	sacCer_protein	n18	1.0	Terminal	sacCer_protein_NP_013673.1	sacCer_protein_NP_012561.3, sacCer_protein_NP_058172.1
OG0000003	sacCer_protein	n19	1.0	Terminal	sacCer_protein_NP_012561.3	sacCer_protein_NP_058172.1
OG0000003	sacCer_protein	n20	1.0	Terminal	sacCer_protein_NP_058141.1, sacCer_protein_NP_058156.1, sacCer_protein_NP_009568.1, sacCer_protein_NP_058184.3, sacCer_protein_NP_058194.1, sacCer_protein_NP_058166.1, sacCer_protein_NP_013766.1, sacCer_protein_NP_058151.1, sacCer_protein_NP_620388.3, sacCer_protein_NP_058176.1, sacCer_protein_NP_036195.3	sacCer_protein_NP_058161.1
OG0000003	sacCer_protein	n21	1.0	Terminal	sacCer_protein_NP_058141.1	sacCer_protein_NP_058156.1, sacCer_protein_NP_009568.1, sacCer_protein_NP_058184.3, sacCer_protein_NP_058194.1, sacCer_protein_NP_058166.1, sacCer_protein_NP_013766.1, sacCer_protein_NP_058151.1, sacCer_protein_NP_620388.3, sacCer_protein_NP_058176.1, sacCer_protein_NP_036195.3
OG0000003	sacCer_protein	n22	1.0	Terminal	sacCer_protein_NP_058156.1, sacCer_protein_NP_009568.1, sacCer_protein_NP_058184.3, sacCer_protein_NP_058194.1, sacCer_protein_NP_058166.1, sacCer_protein_NP_013766.1, sacCer_protein_NP_058151.1, sacCer_protein_NP_620388.3	sacCer_protein_NP_058176.1, sacCer_protein_NP_036195.3
OG0000003	sacCer_protein	n23	1.0	Terminal	sacCer_protein_NP_058156.1, sacCer_protein_NP_009568.1, sacCer_protein_NP_058184.3, sacCer_protein_NP_058194.1, sacCer_protein_NP_058166.1, sacCer_protein_NP_013766.1, sacCer_protein_NP_058151.1	sacCer_protein_NP_620388.3
