gene_id_cbs138,gene_id_bg2
CAGL0D01078g,GWK60_D01177
CAGL0D01100g,GWK60_D01199
CAGL0D01122g,GWK60_D01221
CAGL0D01144g,GWK60_D01243
CAGL0D01166g,GWK60_D01265
CAGL0D01210g,GWK60_D01309
CAGL0D01232g,GWK60_D01331
CAGL0D01254g,GWK60_D01353
CAGL0D01276g,GWK60_D01397
CAGL0D01298g,GWK60_D01419
CAGL0D01320g,GWK60_D01441
CAGL0D01342g,GWK60_D01463
CAGL0D01364g,GWK60_D01485
CAGL0D01386g,GWK60_D01507
CAGL0D01408g,GWK60_D01529
CAGL0D01430g,GWK60_D01551
CAGL0D01452g,GWK60_D01573
CAGL0D01474g,GWK60_D01595
CAGL0D01496g,GWK60_D01617
CAGL0D01518g,GWK60_D01639
CAGL0D01540g,GWK60_D01661
CAGL0D01562g,GWK60_D01683
CAGL0D01584g,GWK60_D01705
CAGL0D01606g,GWK60_D01727
CAGL0D01628g,GWK60_D01749
CAGL0D01650g,GWK60_D01771
CAGL0D01672g,GWK60_D01793
CAGL0D01694g,GWK60_D01815
CAGL0D01716g,GWK60_D01837
CAGL0D01738g,GWK60_D01859
CAGL0D01760g,GWK60_D01881
CAGL0D01782g,GWK60_D01903
CAGL0D01804g,GWK60_D01925
CAGL0D01826g,GWK60_D01947
CAGL0D01892g,GWK60_D02013
CAGL0D01914g,GWK60_D02035
CAGL0D01936g,GWK60_D02057
CAGL0D01958g,GWK60_D02079
CAGL0D01980g,GWK60_D02101
CAGL0D02002g,GWK60_D02123
CAGL0D02024g,GWK60_D02167
CAGL0D02046g,GWK60_D02189
CAGL0D02068g,GWK60_D02211
CAGL0D02090g,GWK60_D02233
CAGL0D02112g,GWK60_D02255
CAGL0D02134g,GWK60_D02277
CAGL0D02156g,GWK60_D02321
CAGL0D02178g,GWK60_D02343
CAGL0D02200g,GWK60_D02365
CAGL0D02222g,GWK60_D02387
CAGL0D02244g,GWK60_D02409
CAGL0D02266g,GWK60_D02431
CAGL0D02288g,GWK60_D02453
CAGL0D02310g,GWK60_D02475
CAGL0D02332g,GWK60_D02497
CAGL0D02354g,GWK60_D02519
CAGL0D02376g,GWK60_D02541
CAGL0D02398g,GWK60_D02563
CAGL0D02420g,GWK60_D02585
CAGL0D02442g,GWK60_D02607
CAGL0D02464g,GWK60_D02629
CAGL0D02486g,GWK60_D02651
CAGL0D02508g,GWK60_D02673
CAGL0D02530g,GWK60_D02695
CAGL0D02552g,GWK60_D02717
CAGL0D02574g,GWK60_D02739
CAGL0D02596g,GWK60_D02761
CAGL0D02618g,GWK60_D02783
CAGL0D02662g,GWK60_D02827
CAGL0D02684g,GWK60_D02849
CAGL0D02706g,GWK60_D02871
CAGL0D02728g,GWK60_D02893
CAGL0D02772g,GWK60_D02937
CAGL0D02794g,GWK60_D02959
CAGL0D02816g,GWK60_D02981
CAGL0D02838g,GWK60_D03003
CAGL0D02860g,GWK60_D03025
CAGL0D02882g,GWK60_D03047
CAGL0D02904g,GWK60_D03069
CAGL0D02926g,GWK60_D03091
CAGL0D02948g,GWK60_D03113
CAGL0D02970g,GWK60_D03135
CAGL0D02992g,GWK60_D03157
CAGL0D03014g,GWK60_D03179
CAGL0D03036g,GWK60_D03201
CAGL0D03058g,GWK60_D03223
CAGL0D03080g,GWK60_D03245
CAGL0D03102g,GWK60_D03267
CAGL0D03124g,GWK60_D03289
CAGL0D03146g,GWK60_D03311
CAGL0D03168g,GWK60_D03333
CAGL0D03190g,GWK60_D03355
CAGL0D03212g,GWK60_D03377
CAGL0D03234g,GWK60_D03399
CAGL0D03256g,GWK60_D03421
CAGL0D03278g,GWK60_D03443
CAGL0D03300g,GWK60_D03465
CAGL0D03322g,GWK60_D03487
CAGL0D03344g,GWK60_D03509
CAGL0D03388g,GWK60_D03553
CAGL0D03410g,GWK60_D03575
CAGL0D03432g,GWK60_D03597
CAGL0D03454g,GWK60_D03619
CAGL0D03498g,GWK60_D03663
CAGL0D03520g,GWK60_D03685
CAGL0D03542g,GWK60_D03707
CAGL0D03564g,GWK60_D03729
CAGL0D03586g,GWK60_D03751
CAGL0D03608g,GWK60_D03773
CAGL0D03630g,GWK60_D03795
CAGL0D03652g,GWK60_D03817
CAGL0D03674g,GWK60_D03839
CAGL0D03696g,GWK60_D03861
CAGL0D03718g,GWK60_D03883
CAGL0D03740g,GWK60_D03905
CAGL0D03762g,GWK60_D03927
CAGL0D03784g,GWK60_D03949
CAGL0D03806g,GWK60_D03971
CAGL0D03828g,GWK60_D03993
CAGL0D03850g,GWK60_D04015
CAGL0D03872g,GWK60_D04037
CAGL0D03894g,GWK60_D04059
CAGL0D03916g,GWK60_D04081
CAGL0D03938g,GWK60_D04103
CAGL0D03960g,GWK60_D04125
CAGL0D03982g,GWK60_D04147
CAGL0D04004g,GWK60_D04169
CAGL0D04026g,GWK60_D04191
CAGL0D04048g,GWK60_D04213
CAGL0D04070g,GWK60_D04235
CAGL0D04092g,GWK60_D04257
CAGL0D04114g,GWK60_D04279
CAGL0D04136g,GWK60_D04301
CAGL0D04158g,GWK60_D04323
CAGL0D04180g,GWK60_D04345
CAGL0D04202g,GWK60_D04367
CAGL0D04246g,GWK60_D04411
CAGL0D04268g,GWK60_D04433
CAGL0D04290g,GWK60_D04455
CAGL0D04312g,GWK60_D04477
CAGL0D04356g,GWK60_D04521
CAGL0D04378g,GWK60_D04543
CAGL0D04400g,GWK60_D04587
CAGL0D04422g,GWK60_D04609
CAGL0D04444g,GWK60_D04631
CAGL0D04466g,GWK60_D04653
CAGL0D04488g,GWK60_D04675
CAGL0D04510g,GWK60_D04697
CAGL0D04576g,GWK60_D04741
CAGL0D04620g,GWK60_D04785
CAGL0D04642g,GWK60_D04807
CAGL0D04686g,GWK60_D04851
CAGL0D04708g,GWK60_D04873
CAGL0D04730g,GWK60_D04895
CAGL0D04752g,GWK60_D04917
CAGL0D04774g,GWK60_D04939
CAGL0D04796g,GWK60_D04961
CAGL0D04818g,GWK60_D04983
CAGL0D04840g,GWK60_D05027
CAGL0D04862g,GWK60_D05049
CAGL0D04884g,GWK60_D05071
CAGL0D04928g,GWK60_D05115
CAGL0D04950g,GWK60_D05137
CAGL0D04972g,GWK60_D05159
CAGL0D04994g,GWK60_D05181
CAGL0D05016g,GWK60_D05203
CAGL0D05060g,GWK60_D05247
CAGL0D05082g,GWK60_D05269
CAGL0D05148g,GWK60_D05335
CAGL0D05170g,GWK60_D05357
CAGL0D05192g,GWK60_D05379
CAGL0D05214g,GWK60_D05401
CAGL0D05236g,GWK60_D05423
CAGL0D05258g,GWK60_D05445
CAGL0D05280g,GWK60_D05467
CAGL0D05302g,GWK60_D05489
CAGL0D05324g,GWK60_D05533
CAGL0D05346g,GWK60_D05555
CAGL0D05368g,GWK60_D05577
CAGL0D05412g,GWK60_D05621
CAGL0D05434g,GWK60_D05643
CAGL0D05478g,GWK60_D05665
CAGL0D05500g,GWK60_D05687
CAGL0D05522g,GWK60_D05709
CAGL0D05544g,GWK60_D05731
CAGL0D05566g,GWK60_D05753
CAGL0D05588g,GWK60_D05775
CAGL0D05610g,GWK60_D05797
CAGL0D05632g,GWK60_D05819
CAGL0D05654g,GWK60_D05841
CAGL0D05676g,GWK60_D05863
CAGL0D05698g,GWK60_D05885
CAGL0D05720g,GWK60_D05907
CAGL0D05742g,GWK60_D05929
CAGL0D05764g,GWK60_D05951
CAGL0D05786g,GWK60_D05973
CAGL0D05808g,GWK60_D05995
CAGL0D05852g,GWK60_D06017
CAGL0D05874g,GWK60_D06039
CAGL0D05896g,GWK60_D06061
CAGL0D05918g,GWK60_D06083
CAGL0D05940g,GWK60_D06105
CAGL0D05962g,GWK60_D06127
CAGL0D06006g,GWK60_D06171
CAGL0D06028g,GWK60_D06193
CAGL0D06050g,GWK60_D06215
CAGL0D06094g,GWK60_D06259
CAGL0D06138g,GWK60_D06303
CAGL0D06160g,GWK60_D06347
CAGL0D06182g,GWK60_D06369
CAGL0D06204g,GWK60_D06391
CAGL0D06226g,GWK60_D06413
CAGL0D06270g,GWK60_D06457
CAGL0D06292g,GWK60_D06479
CAGL0D06314g,GWK60_D06501
CAGL0D06336g,GWK60_D06523
CAGL0D06380g,GWK60_D06567
CAGL0D06402g,GWK60_D06589
CAGL0D06424g,GWK60_D06611
CAGL0D06446g,GWK60_D06633
CAGL0D06468g,GWK60_D06655
CAGL0D06490g,GWK60_D06677
CAGL0D06512g,GWK60_D06699
CAGL0D06534g,GWK60_D06721
CAGL0D06556g,GWK60_D06743
CAGL0D06578g,GWK60_D06765
CAGL0D06600g,GWK60_D06787
CAGL0D06622g,GWK60_D06809
CAGL0D06644g,GWK60_D06831
CAGL0D06688g,GWK60_D06853
CAGL0D06710g,GWK60_D06875
CAGL0E00187g,GWK60_E00033
CAGL0E00275g,GWK60_E00077
CAGL0E00341g,GWK60_E00121
CAGL0E00385g,GWK60_E00165
CAGL0E00407g,GWK60_E00187
CAGL0E00429g,GWK60_E00209
CAGL0E00451g,GWK60_E00231
CAGL0E00473g,GWK60_E00253
CAGL0E00495g,GWK60_E00275
CAGL0E00517g,GWK60_E00297
CAGL0E00539g,GWK60_E00319
CAGL0E00561g,GWK60_E00341
CAGL0E00583g,GWK60_E00363
CAGL0E00605g,GWK60_E00385
CAGL0E00627g,GWK60_E00407
CAGL0E00649g,GWK60_E00429
CAGL0E00671g,GWK60_E00451
CAGL0E00693g,GWK60_E00473
CAGL0E00715g,GWK60_E00495
CAGL0E00737g,GWK60_E00517
CAGL0E00759g,GWK60_E00539
CAGL0E00781g,GWK60_E00561
CAGL0E00803g,GWK60_E00583
CAGL0E00847g,GWK60_E00627
CAGL0E00869g,GWK60_E00649
CAGL0E00891g,GWK60_E00671
CAGL0E00913g,GWK60_E00693
CAGL0E00935g,GWK60_E00715
CAGL0E00957g,GWK60_E00737
CAGL0E00979g,GWK60_E00759
CAGL0E01001g,GWK60_E00781
CAGL0E01023g,GWK60_E00803
CAGL0E01045g,GWK60_E00825
CAGL0E01067g,GWK60_E00847
CAGL0E01089g,GWK60_E00869
CAGL0E01111g,GWK60_E00891
CAGL0E01133g,GWK60_E00913
CAGL0E01155g,GWK60_E00935
CAGL0E01177g,GWK60_E00957
CAGL0E01199g,GWK60_E00979
CAGL0E01221g,GWK60_E01001
CAGL0E01243g,GWK60_E01023
CAGL0E01265g,GWK60_E01045
CAGL0E01287g,GWK60_E01067
CAGL0E01309g,GWK60_E01089
CAGL0E01331g,GWK60_E01111
CAGL0E01353g,GWK60_E01133
CAGL0E01397g,GWK60_E01155
CAGL0E01419g,GWK60_E01177
CAGL0E01441g,GWK60_E01199
CAGL0E01463g,GWK60_E01221
CAGL0E01485g,GWK60_E01243
CAGL0E01507g,GWK60_E01265
CAGL0E01529g,GWK60_E01287
CAGL0E01551g,GWK60_E01309
CAGL0E01573g,GWK60_E01353
CAGL0E01595g,GWK60_E01375
CAGL0E01617g,GWK60_E01397
CAGL0E01639g,GWK60_E01419
CAGL0E01683g,GWK60_E01463
CAGL0E01705g,GWK60_E01485
CAGL0E01727g,GWK60_E01507
CAGL0E01749g,GWK60_E01529
CAGL0E01771g,GWK60_E01551
CAGL0E01793g,GWK60_E01573
CAGL0E01815g,GWK60_E01595
CAGL0E01837g,GWK60_E01617
CAGL0E01859g,GWK60_E01639
CAGL0E01881g,GWK60_E01661
CAGL0E01903g,GWK60_E01683
CAGL0E01925g,GWK60_E01705
CAGL0E01947g,GWK60_E01727
CAGL0E01969g,GWK60_E01749
CAGL0E01991g,GWK60_E01771
CAGL0E02013g,GWK60_E01793
CAGL0E02035g,GWK60_E01815
CAGL0E02057g,GWK60_E01837
CAGL0E02079g,GWK60_E01859
CAGL0E02101g,GWK60_E01881
CAGL0E02123g,GWK60_E01903
CAGL0E02145g,GWK60_E01925
CAGL0E02167g,GWK60_E01947
CAGL0E02189g,GWK60_E01969
CAGL0E02211g,GWK60_E01991
CAGL0E02233g,GWK60_E02013
CAGL0E02255g,GWK60_E02035
CAGL0E02299g,GWK60_E02079
CAGL0E02321g,GWK60_E02123
CAGL0E02343g,GWK60_E02145
CAGL0E02365g,GWK60_E02167
CAGL0E02387g,GWK60_E02189
CAGL0E02409g,GWK60_E02211
CAGL0E02431g,GWK60_E02233
CAGL0E02453g,GWK60_E02255
CAGL0E02475g,GWK60_E02277
CAGL0E02497g,GWK60_E02299
CAGL0E02519g,GWK60_E02321
CAGL0E02541g,GWK60_E02343
CAGL0E02585g,GWK60_E02365
CAGL0E02607g,GWK60_E02387
CAGL0E02629g,GWK60_E02409
CAGL0E02651g,GWK60_E02431
CAGL0E02673g,GWK60_E02453
CAGL0E02695g,GWK60_E02475
CAGL0E02717g,GWK60_E02497
CAGL0E02739g,GWK60_E02519
CAGL0E02761g,GWK60_E02541
CAGL0E02783g,GWK60_E02563
CAGL0E02805g,GWK60_E02585
CAGL0E02827g,GWK60_E02607
CAGL0E02849g,GWK60_E02629
CAGL0E02871g,GWK60_E02651
CAGL0E02893g,GWK60_E02673
CAGL0E02915g,GWK60_E02695
CAGL0E02937g,GWK60_E02717
CAGL0E02959g,GWK60_E02739
CAGL0E02981g,GWK60_E02761
CAGL0E03003g,GWK60_E02783
CAGL0E03025g,GWK60_E02805
CAGL0E03069g,GWK60_E02827
CAGL0E03113g,GWK60_E02871
CAGL0E03157g,GWK60_E02893
CAGL0E03179g,GWK60_E02915
CAGL0E03201g,GWK60_E02937
CAGL0E03223g,GWK60_E02959
CAGL0E03245g,GWK60_E02981
CAGL0E03267g,GWK60_E03003
CAGL0E03289g,GWK60_E03025
CAGL0E03311g,GWK60_E03047
CAGL0E03355g,GWK60_E03091
CAGL0E03432g,GWK60_E03157
CAGL0E03454g,GWK60_E03179
CAGL0E03476g,GWK60_E03201
CAGL0E03498g,GWK60_E03223
CAGL0E03520g,GWK60_E03245
CAGL0E03542g,GWK60_E03267
CAGL0E03564g,GWK60_E03289
CAGL0E03608g,GWK60_E03333
CAGL0E03630g,GWK60_E03355
CAGL0E03652g,GWK60_E03377
CAGL0E03674g,GWK60_E03399
CAGL0E03718g,GWK60_E03421
CAGL0E03740g,GWK60_E03443
CAGL0E03762g,GWK60_E03465
CAGL0E03784g,GWK60_E03487
CAGL0E03806g,GWK60_E03509
CAGL0E03828g,GWK60_E03531
CAGL0E03850g,GWK60_E03553
CAGL0E03872g,GWK60_E03575
CAGL0E03894g,GWK60_E03597
CAGL0E03916g,GWK60_E03619
CAGL0E03938g,GWK60_E03641
CAGL0E03960g,GWK60_E03663
CAGL0E03982g,GWK60_E03685
CAGL0E04004g,GWK60_E03707
CAGL0E04026g,GWK60_E03729
CAGL0E04048g,GWK60_E03751
CAGL0E04070g,GWK60_E03773
CAGL0E04092g,GWK60_E03795
CAGL0E04114g,GWK60_E03817
CAGL0E04136g,GWK60_E03839
CAGL0E04158g,GWK60_E03861
CAGL0E04180g,GWK60_E03883
CAGL0E04224g,GWK60_E03905
CAGL0E04246g,GWK60_E03927
CAGL0E04268g,GWK60_E03949
CAGL0E04290g,GWK60_E03971
CAGL0E04312g,GWK60_E03993
CAGL0E04334g,GWK60_E04015
CAGL0E04356g,GWK60_E04037
CAGL0E04378g,GWK60_E04059
CAGL0E04400g,GWK60_E04081
CAGL0E04422g,GWK60_E04103
CAGL0E04444g,GWK60_E04125
CAGL0E04466g,GWK60_E04147
CAGL0E04488g,GWK60_E04169
CAGL0E04510g,GWK60_E04191
CAGL0E04532g,GWK60_E04213
CAGL0E04554g,GWK60_E04257
CAGL0E04576g,GWK60_E04279
CAGL0E04598g,GWK60_E04301
CAGL0E04620g,GWK60_E04323
CAGL0E04642g,GWK60_E04345
CAGL0E04664g,GWK60_E04367
CAGL0E04686g,GWK60_E04389
CAGL0E04708g,GWK60_E04411
CAGL0E04752g,GWK60_E04455
CAGL0E04774g,GWK60_E04477
CAGL0E04796g,GWK60_E04499
CAGL0E04818g,GWK60_E04521
CAGL0E04840g,GWK60_E04543
CAGL0E04862g,GWK60_E04565
CAGL0E04884g,GWK60_E04587
CAGL0E04906g,GWK60_E04609
CAGL0E04928g,GWK60_E04631
CAGL0E04950g,GWK60_E04653
CAGL0E04972g,GWK60_E04675
CAGL0E04994g,GWK60_E04697
CAGL0E05016g,GWK60_E04719
CAGL0E05038g,GWK60_E04741
CAGL0E05060g,GWK60_E04763
CAGL0E05082g,GWK60_E04785
CAGL0E05104g,GWK60_E04807
CAGL0E05126g,GWK60_E04829
CAGL0E05148g,GWK60_E04851
CAGL0E05170g,GWK60_E04873
CAGL0E05214g,GWK60_E04895
CAGL0E05258g,GWK60_E04917
CAGL0E05280g,GWK60_E04939
CAGL0E05302g,GWK60_E04961
CAGL0E05324g,GWK60_E04983
CAGL0E05346g,GWK60_E05005
CAGL0E05368g,GWK60_E05027
CAGL0E05390g,GWK60_E05049
CAGL0E05412g,GWK60_E05071
CAGL0E05434g,GWK60_E05093
CAGL0E05456g,GWK60_E05115
CAGL0E05478g,GWK60_E05137
CAGL0E05500g,GWK60_E05159
CAGL0E05522g,GWK60_E05181
CAGL0E05566g,GWK60_E05225
CAGL0E05588g,GWK60_E05247
CAGL0E05610g,GWK60_E05269
CAGL0E05632g,GWK60_E05291
CAGL0E05654g,GWK60_E05313
CAGL0E05676g,GWK60_E05335
CAGL0E05698g,GWK60_E05357
CAGL0E05720g,GWK60_E05379
CAGL0E05742g,GWK60_E05401
CAGL0E05764g,GWK60_E05423
CAGL0E05786g,GWK60_E05445
CAGL0E05808g,GWK60_E05467
CAGL0E05830g,GWK60_E05489
CAGL0E05874g,GWK60_E05511
CAGL0E05896g,GWK60_E05533
CAGL0E05918g,GWK60_E05555
CAGL0E05940g,GWK60_E05577
CAGL0E05962g,GWK60_E05599
CAGL0E05984g,GWK60_E05621
CAGL0E06006g,GWK60_E05643
CAGL0E06028g,GWK60_E05665
CAGL0E06050g,GWK60_E05687
CAGL0E06072g,GWK60_E05709
CAGL0E06094g,GWK60_E05731
CAGL0E06116g,GWK60_E05753
CAGL0E06138g,GWK60_E05775
CAGL0E06160g,GWK60_E05797
CAGL0E06182g,GWK60_E05819
CAGL0E06204g,GWK60_E05841
CAGL0E06226g,GWK60_E05863
CAGL0E06248g,GWK60_E05885
CAGL0E06270g,GWK60_E05907
CAGL0E06292g,GWK60_E05929
CAGL0E06314g,GWK60_E05951
CAGL0E06336g,GWK60_E05973
CAGL0E06358g,GWK60_E05995
CAGL0E06380g,GWK60_E06017
CAGL0E06402g,GWK60_E06039
CAGL0E06424g,GWK60_E06061
CAGL0E06446g,GWK60_E06083
CAGL0E06468g,GWK60_E06105
CAGL0E06490g,GWK60_E06127
CAGL0E06512g,GWK60_E06149
CAGL0E06534g,GWK60_E06171
CAGL0E06556g,GWK60_E06193
CAGL0E06600g,GWK60_E06215
CAGL0E06644g,GWK60_E06237
CAGL0E06666g,GWK60_E06259
CAGL0E06688g,GWK60_K00055
CAGL0F00187g,GWK60_F00055
CAGL0F00209g,GWK60_F00077
CAGL0F00231g,GWK60_F00099
CAGL0F00253g,GWK60_F00121
CAGL0F00275g,GWK60_F00143
CAGL0F00297g,GWK60_F00165
CAGL0F00319g,GWK60_F00187
CAGL0F00341g,GWK60_F00209
CAGL0F00363g,GWK60_F00231
CAGL0F00407g,GWK60_F00275
CAGL0F00429g,GWK60_F00297
CAGL0F00451g,GWK60_F00319
CAGL0F00473g,GWK60_F00341
CAGL0F00495g,GWK60_F00363
CAGL0F00517g,GWK60_F00385
CAGL0F00539g,GWK60_F00407
CAGL0F00561g,GWK60_F00429
CAGL0F00583g,GWK60_F00451
CAGL0F00605g,GWK60_F00473
CAGL0F00627g,GWK60_F00495
CAGL0F00649g,GWK60_F00517
CAGL0F00671g,GWK60_F00539
CAGL0F00693g,GWK60_F00561
CAGL0F00715g,GWK60_F00583
CAGL0F00737g,GWK60_F00605
CAGL0F00759g,GWK60_F00627
CAGL0F00803g,GWK60_F00649
CAGL0F00825g,GWK60_F00671
CAGL0F00869g,GWK60_F00693
CAGL0F00891g,GWK60_F00715
CAGL0F00913g,GWK60_F00737
CAGL0F00935g,GWK60_F00759
CAGL0F00957g,GWK60_F00781
CAGL0F00979g,GWK60_F00803
CAGL0F01001g,GWK60_F00825
CAGL0F01023g,GWK60_F00847
CAGL0F01045g,GWK60_F00869
CAGL0F01089g,GWK60_F00891
CAGL0F01111g,GWK60_F00913
CAGL0F01133g,GWK60_F00935
CAGL0F01155g,GWK60_F00957
CAGL0F01177g,GWK60_F00979
CAGL0F01199g,GWK60_F01001
CAGL0F01221g,GWK60_F01023
CAGL0F01243g,GWK60_F01045
CAGL0F01265g,GWK60_F01067
CAGL0F01287g,GWK60_F01089
CAGL0F01331g,GWK60_F01133
CAGL0F01397g,GWK60_F01177
CAGL0F01419g,GWK60_F01199
CAGL0F01463g,GWK60_F01221
CAGL0F01485g,GWK60_F01243
CAGL0F01507g,GWK60_F01265
CAGL0F01529g,GWK60_F01287
CAGL0F01551g,GWK60_F01309
CAGL0F01573g,GWK60_F01331
CAGL0F01595g,GWK60_F01353
CAGL0F01617g,GWK60_F01375
CAGL0F01639g,GWK60_F01397
CAGL0F01661g,GWK60_F01419
CAGL0F01683g,GWK60_F01441
CAGL0F01705g,GWK60_F01463
CAGL0F01727g,GWK60_F01485
CAGL0F01749g,GWK60_F01507
CAGL0F01771g,GWK60_F01529
CAGL0F01793g,GWK60_F01551
CAGL0F01815g,GWK60_F01573
CAGL0F01837g,GWK60_F01595
CAGL0F01859g,GWK60_F01617
CAGL0F01881g,GWK60_F01639
CAGL0F01903g,GWK60_F01661
CAGL0F01925g,GWK60_F01683
CAGL0F01947g,GWK60_F01705
CAGL0F01969g,GWK60_F01727
CAGL0F01991g,GWK60_F01749
CAGL0F02013g,GWK60_F01771
CAGL0F02035g,GWK60_F01793
CAGL0F02057g,GWK60_F01815
CAGL0F02079g,GWK60_F01837
CAGL0F02101g,GWK60_F01859
CAGL0F02123g,GWK60_F01881
CAGL0F02145g,GWK60_F01903
CAGL0F02167g,GWK60_F01925
CAGL0F02233g,GWK60_F01969
CAGL0F02255g,GWK60_F01991
CAGL0F02277g,GWK60_F02013
CAGL0F02299g,GWK60_F02035
CAGL0F02343g,GWK60_F02057
CAGL0F02365g,GWK60_F02079
CAGL0F02387g,GWK60_F02101
CAGL0F02431g,GWK60_F02145
CAGL0F02453g,GWK60_F02167
CAGL0F02475g,GWK60_F02189
CAGL0F02497g,GWK60_F02211
CAGL0F02519g,GWK60_F02255
CAGL0F02541g,GWK60_F02277
CAGL0F02563g,GWK60_F02299
CAGL0F02585g,GWK60_F02321
CAGL0F02607g,GWK60_F02343
CAGL0F02651g,GWK60_F02365
CAGL0F02673g,GWK60_F02387
CAGL0F02695g,GWK60_F02409
CAGL0F02717g,GWK60_F02431
CAGL0F02739g,GWK60_F02453
CAGL0F02761g,GWK60_F02475
CAGL0F02783g,GWK60_F02497
CAGL0F02805g,GWK60_F02519
CAGL0F02827g,GWK60_F02541
CAGL0F02849g,GWK60_F02563
CAGL0F02871g,GWK60_F02585
CAGL0F02893g,GWK60_F02607
CAGL0F02915g,GWK60_F02629
CAGL0F02937g,GWK60_F02651
CAGL0F02959g,GWK60_F02673
CAGL0F03003g,GWK60_F02717
CAGL0F03025g,GWK60_F02739
CAGL0F03047g,GWK60_F02761
CAGL0F03069g,GWK60_F02783
CAGL0F03091g,GWK60_F02805
CAGL0F03113g,GWK60_F02827
CAGL0F03135g,GWK60_F02849
CAGL0F03157g,GWK60_F02871
CAGL0F03179g,GWK60_F02893
CAGL0F03201g,GWK60_F02915
CAGL0F03223g,GWK60_F02937
CAGL0F03245g,GWK60_F02959
CAGL0F03267g,GWK60_F03003
CAGL0F03289g,GWK60_F03025
CAGL0F03311g,GWK60_F03047
CAGL0F03333g,GWK60_F03069
CAGL0F03399g,GWK60_F03113
CAGL0F03421g,GWK60_F03135
CAGL0F03443g,GWK60_F03157
CAGL0F03465g,GWK60_F03179
CAGL0F03487g,GWK60_F03201
CAGL0F03531g,GWK60_F03223
CAGL0F03553g,GWK60_F03245
CAGL0F03575g,GWK60_F03267
CAGL0F03597g,GWK60_F03289
CAGL0F03619g,GWK60_F03311
CAGL0F03641g,GWK60_F03333
CAGL0F03663g,GWK60_F03355
CAGL0F03685g,GWK60_F03377
CAGL0F03707g,GWK60_F03399
CAGL0F03729g,GWK60_F03421
CAGL0F03751g,GWK60_F03443
CAGL0F03773g,GWK60_F03465
CAGL0F03795g,GWK60_F03487
CAGL0F03817g,GWK60_F03509
CAGL0F03839g,GWK60_F03531
CAGL0F03861g,GWK60_F03553
CAGL0F03883g,GWK60_F03575
CAGL0F03905g,GWK60_F03597
CAGL0F03927g,GWK60_F03619
CAGL0F03949g,GWK60_F03641
CAGL0F03971g,GWK60_F03663
CAGL0F03993g,GWK60_F03685
CAGL0F04015g,GWK60_F03707
CAGL0F04081g,GWK60_F03729
CAGL0F04103g,GWK60_F03773
CAGL0F04125g,GWK60_F03795
CAGL0F04191g,GWK60_F03817
CAGL0F04213g,GWK60_F03839
CAGL0F04235g,GWK60_F03861
CAGL0F04257g,GWK60_F03883
CAGL0F04279g,GWK60_F03905
CAGL0F04301g,GWK60_F03927
CAGL0F04323g,GWK60_F03949
CAGL0F04345g,GWK60_F03971
CAGL0F04367g,GWK60_F03993
CAGL0F04389g,GWK60_F04015
CAGL0F04411g,GWK60_F04037
CAGL0F04433g,GWK60_F04059
CAGL0F04455g,GWK60_F04081
CAGL0F04477g,GWK60_F04103
CAGL0F04499g,GWK60_F04125
CAGL0F04521g,GWK60_F04147
CAGL0F04565g,GWK60_F04169
CAGL0F04587g,GWK60_F04191
CAGL0F04609g,GWK60_F04213
CAGL0F04631g,GWK60_F04235
CAGL0F04653g,GWK60_F04257
CAGL0F04697g,GWK60_F04301
CAGL0F04719g,GWK60_F04323
CAGL0F04741g,GWK60_F04345
CAGL0F04763g,GWK60_F04367
CAGL0F04785g,GWK60_F04389
CAGL0F04807g,GWK60_F04411
CAGL0F04829g,GWK60_F04433
CAGL0F04851g,GWK60_F04455
CAGL0F04873g,GWK60_F04477
CAGL0F04895g,GWK60_F04499
CAGL0F04917g,GWK60_F04521
CAGL0F04939g,GWK60_F04543
CAGL0F04961g,GWK60_F04565
CAGL0F04983g,GWK60_F04587
CAGL0F05005g,GWK60_F04609
CAGL0F05027g,GWK60_F04631
CAGL0F05049g,GWK60_F04653
CAGL0F05071g,GWK60_F04675
CAGL0F05093g,GWK60_F04697
CAGL0F05115g,GWK60_F04719
CAGL0F05137g,GWK60_F04741
CAGL0F05159g,GWK60_F04763
CAGL0F05181g,GWK60_F04785
CAGL0F05203g,GWK60_F04807
CAGL0F05225g,GWK60_F04829
CAGL0F05247g,GWK60_F04851
CAGL0F05269g,GWK60_F04873
CAGL0F05335g,GWK60_F04939
CAGL0F05357g,GWK60_F04961
CAGL0F05379g,GWK60_F04983
CAGL0F05401g,GWK60_F05005
CAGL0F05423g,GWK60_F05027
CAGL0F05445g,GWK60_F05049
CAGL0F05467g,GWK60_F05071
CAGL0F05489g,GWK60_F05093
CAGL0F05511g,GWK60_F05115
CAGL0F05533g,GWK60_F05137
CAGL0F05555g,GWK60_F05159
CAGL0F05577g,GWK60_F05181
CAGL0F05599g,GWK60_F05203
CAGL0F05621g,GWK60_F05225
CAGL0F05643g,GWK60_F05247
CAGL0F05665g,GWK60_F05269
CAGL0F05687g,GWK60_F05291
CAGL0F05709g,GWK60_F05313
CAGL0F05731g,GWK60_F05335
CAGL0F05753g,GWK60_F05357
CAGL0F05775g,GWK60_F05379
CAGL0F05797g,GWK60_F05401
CAGL0F05819g,GWK60_F05423
CAGL0F05841g,GWK60_F05445
CAGL0F05863g,GWK60_F05467
CAGL0F05885g,GWK60_F05489
