"","gene","baseMean","log2FC","stderror","padj","standard_cg","database_cg","systematic_sc","standard_sc","database_sc"
"186","CAGL0I09196g",263.589585694306,-1.08898311865558,0.231551043972315,1.87632958094205e-05,"","CAL0130133","YBR259W","YBR259W","S000000463"
"187","CAGL0I09438g",478.435984438028,-1.14227310455538,0.190745352548045,2.67098807592838e-08,"","CAL0130029","YBR271W","EFM2","S000000475"
"188","CAGL0I09592g",1173.85545174451,-3.12631252658646,0.283315980447394,3.42330742371239e-26,"","CAL0132382","YOR303W","CPA1","S000005829"
"189","CAGL0I09746g",2437.45032734646,-1.12633091698328,0.293430256545303,0.000604578982632827,"","CAL0129915","YOR307C","SLY41","S000005834"
"190","CAGL0I09790g",6919.1358847848,-1.4806078581832,0.233822872017499,3.52792585770376e-09,"","CAL0132264","YOR310C","NOP58","S000005837"
"191","CAGL0I09856g",2306.83775988102,-1.08023429817891,0.21111592316924,2.65498564063162e-06,"","CAL0132162","YOR315W","SFG1","S000005842"
"192","CAGL0I10384g",2079.70825738117,-1.07515180660006,0.231186359506097,2.34364954151181e-05,"TPO3","CAL0130223","YGR138C","TPO2","S000003370"
"193","CAGL0I10494g",12080.4598938682,-1.22566974136317,0.25068113564009,7.88838935148916e-06,"","CAL0132544","YGR131W","FHN1","S000003363"
"194","CAGL0I10560g",1629.73306176142,-1.39641169534814,0.181681183264037,4.24364655500066e-13,"","CAL0132664","YGR128C","UTP8","S000003360"
"195","CAGL0J00385g",1184.91489516097,-1.33218419611419,0.233632836348128,1.31985359566141e-07,"","CAL0133680","YHR049W","FSH1","S000001091"
"196","CAGL0J00473g",1602.44279189663,-1.69340659137388,0.2118541599691,4.24413493579909e-14,"","CAL0133592","YHR052W","CIC1","S000001094"
"197","CAGL0J00649g",4085.68676617842,-1.0373288998131,0.228815100004333,3.86745146896855e-05,"","CAL0132936","YHR025W","THR1","S000001067"
"198","CAGL0J00957g",3161.33770996102,-1.42504987245706,0.211831764017967,3.01534810771466e-10,"","CAL0133654","YLR009W","RLP24","S000003999"
"199","CAGL0J01023g",352.166773998188,-1.88811066339447,0.281687065747358,3.49174182001815e-10,"","CAL0133650","YJL035C","TAD2","S000003572"
"200","CAGL0J01045g",1644.08478529828,-1.06955585780177,0.18254328397174,5.55712779401712e-08,"","CAL0132906","YJL033W","HCA4","S000003570"
"201","CAGL0J01265g",6608.34948980718,-1.42754194929555,0.214278152619505,4.52274817127089e-10,"","CAL0129832","YMR093W","UTP15","S000004699"
"202","CAGL0J01848g",6673.68781991443,-1.81011229341063,0.257704847052962,4.35287984465431e-11,"","CAL0132808","YPR010C","RPA135","S000006214"
"203","CAGL0J02376g",977.804549479338,-1.44112250036967,0.194358471255882,2.93236397567101e-12,"","CAL0133532","YIL019W","FAF1","S000001281"
"204","CAGL0J02816g",2980.50209675401,-1.77010256095271,0.223967836104809,8.33649257917052e-14,"","CAL0133016","YER049W","TPA1","S000000851"
"205","CAGL0J03146g",4644.44840495291,-1.78707875942477,0.191458802203944,7.73180444261801e-19,"","CAL0133210","YER070W","RNR1","S000000872"
"206","CAGL0J03234g",42909.9890474735,-1.05229763029143,0.264225380579571,0.000355120460944704,"","CAL0132956","YER074W","RPS24A","S000000876"
"207","CAGL0J03476g",2470.4157201575,-1.58422991892535,0.18422810120059,3.71808460887699e-16,"","CAL0133264","YCR072C","RSA4","S000000668"
"208","CAGL0J04070g",3330.60581006088,-1.28530694841159,0.208976217921175,1.0622902750316e-08,"","CAL0133078","YOR224C","RPB8","S000005750"
"209","CAGL0J04598g",1680.50123577853,-1.11936030068606,0.246312407822116,3.69562506202156e-05,"","CAL0133520","YLR420W","URA4","S000004412"
"210","CAGL0J04928g",943.949336760444,-1.10502687178687,0.268185786923378,0.000211330847036409,"","CAL0133484","YJL050W","MTR4","S000003586"
"211","CAGL0J04950g",517.026960854747,-1.42282828575754,0.196479452274874,9.9979596668236e-12,"","CAL0133716","YJL051W","IRC8","S000003587"
"212","CAGL0J05698g",1672.91431810209,-1.14544258870849,0.185068835651121,8.42795215506486e-09,"","CAL0132874","YNL151C","RPC31","S000005095"
"213","CAGL0J05984g",1682.636853813,-1.65407087551365,0.249963905186161,6.00744069457366e-10,"","CAL0133440","YNL141W","AAH1","S000005085"
"214","CAGL0J06050g",540.235602501197,-1.1464867767624,0.293354235134129,0.000470668467991452,"","CAL0133216","YNL160W","YGP1","S000005104"
"215","CAGL0J07436g",2103.42075612445,-1.04080528042541,0.210383418986623,6.02120810643806e-06,"PDR16","CAL0132814","YNL231C","PDR16","S000005175"
"216","CAGL0J07700g",126.184521025476,-1.17608152138434,0.31296173813443,0.000804621177092809,"","CAL0133598","YNL245C","CWC25","S000005189"
"217","CAGL0J07766g",2359.91900341107,-1.64169357316726,0.18607099612433,5.93750372711727e-17,"","CAL0133362","YNL248C","RPA49","S000005192"
"218","CAGL0J08822g",672.844592824185,-1.4012484483813,0.210356819895901,4.52923818375076e-10,"","CAL0133554","YLR210W","CLB4","S000004200"
"219","CAGL0J09460g",446.799654199383,-1.41301678641541,0.246121328835742,1.06993917079656e-07,"","CAL0132784","YIL079C","AIR1","S000001341"
"220","CAGL0J09614g",4012.47364600647,-1.19058971767037,0.207271640358567,1.0537613257142e-07,"","CAL0133268","YDL208W","NHP2","S000002367"
"221","CAGL0J09746g",2009.33009174233,-1.45524024797605,0.191627223438413,8.38544645296212e-13,"","CAL0132768","YDL201W","TRM8","S000002360"
"222","CAGL0J10010g",1955.06890544612,-1.33475456173473,0.192322414024503,7.65695476675059e-11,"","CAL0133494","YNL062C","GCD10","S000005006"
"223","CAGL0J10032g",2519.85504240917,-1.60873241104783,0.196667094400497,1.03736317020172e-14,"","CAL0133608","YNL061W","NOP2","S000005005"
"224","CAGL0J10252g",2530.13146453184,-1.73747443251475,0.201547471402217,3.17346683193538e-16,"","CAL0133444","YNL075W","IMP4","S000005019"
"225","CAGL0J10318g",5665.32231582686,-1.07273503454684,0.249187580288562,9.98453320907572e-05,"","CAL0129469","YNL078W","NIS1","S000005022"
"226","CAGL0J10362g",1471.2571588649,-1.01959216434511,0.188509009064524,6.23073374319458e-07,"","CAL0132762","YGL101W","YGK1","S000003069"
"227","CAGL0J10802g",7842.8981268809,-1.28246907061291,0.193807810520185,6.00744069457366e-10,"","CAL0132862","YHR072W-A","NOP10","S000007455"
"228","CAGL0J10890g",6214.20923904773,-1.54187363053361,0.189522314377297,1.4453115735949e-14,"","CAL0129437","YDR312W","SSF2","S000002720"
"229","CAGL0J11066g",2389.7796862908,-1.95694659900383,0.202841529081713,4.34045747996805e-20,"","CAL0133540","YLR002C","NOC3","S000003992"
"230","CAGL0J11132g",4100.03248215164,-1.15555291827807,0.176607845252089,9.57958471568704e-10,"","CAL0133334","YNL173C","MDG1","S000005117"
"231","CAGL0J11154g",1653.88995459229,-1.75598555181633,0.232903622247267,1.24265207988774e-12,"","CAL0132978","YNL175C","NOP13","S000005119"
"232","CAGL0J11286g",1543.70003179571,-1.06964646738903,0.213888100254775,4.65090597334832e-06,"","CAL0133448","YNL182C","IPI3","S000005126"
"233","CAGL0J11462g",79.1165950712005,-1.40188863987791,0.493645302456605,0.0137176794139361,"","CAL0133146","YNL190W","YNL190W","S000005134"
"234","CAGL0J11638g",1076.53407920314,-1.72943826792481,0.224964072117316,4.2156538424172e-13,"","CAL0133112","YMR001C","CDC5","S000004603"
"235","CAGL0J11748g",11758.6759263024,-1.37443796935978,0.200030837266836,1.20779476535628e-10,"PLB2","CAL0133296","YMR006C","PLB2","S000004608"
"236","CAGL0K00605g",445.136764198077,-2.45485226123085,0.256776668438501,9.48385190206284e-20,"","CAL0134181","YJL194W","CDC6","S000003730"
"237","CAGL0K00759g",1582.33007027728,-1.14130565084426,0.26587202275105,0.000104576789169132,"ZPR1","CAL0134385","YGR211W","ZPR1","S000003443"
"238","CAGL0K01155g",2940.32025891496,-1.07268401967272,0.193315265644892,3.0172279053709e-07,"","CAL0134867","YGR079W","YGR079W","S000003311"
"239","CAGL0K01551g",1724.0069324647,-1.85308753135615,0.204571556534334,8.49726870504002e-18,"","CAL0134057","YDL031W","DBP10","S000002189"
"240","CAGL0K01859g",4242.2287093416,-1.35950854692479,0.28181460260788,1.07145178382001e-05,"","CAL0134523","YDL014W","NOP1","S000002172"
"241","CAGL0K02211g",1550.17499918854,-1.74383024631403,0.188199395198029,1.40387023610682e-18,"","CAL0134305","YER127W","LCP5","S000000929"
"242","CAGL0K02233g",1955.04032408389,-1.31502384617575,0.221901844247046,3.80501838597463e-08,"","CAL0134657","YER126C","NSA2","S000000928"
"243","CAGL0K02277g",4101.55996193313,-1.03930038751727,0.253330397448809,0.000226781317444764,"","CAL0134215","YER124C","DSE1","S000000926"
"244","CAGL0K02431g",1162.05640439491,-1.04737439487271,0.165935255702558,3.98972152425089e-09,"","CAL0134487","YPR019W","MCM4","S000006223"
"245","CAGL0K03795g",2831.22413616408,-1.64246631050201,0.208558007273955,1.0309424260915e-13,"","CAL0134077","YMR128W","ECM16","S000004735"
"246","CAGL0K03861g",2525.36799386128,-1.09047522111364,0.209327642632244,1.69643176431956e-06,"","CAL0134563","YMR131C","RRB1","S000004738"
"247","CAGL0K04499g",11186.9322776587,-1.0393561533922,0.203694848825756,2.84381548108129e-06,"","CAL0134069","YGR061C","ADE6","S000003293"
"248","CAGL0K05555g",2715.51148950389,-1.02517866947823,0.168330338099154,1.49667856156574e-08,"","CAL0134195","YOR078W","BUD21","S000005604"
"249","CAGL0K06061g",58231.1496854145,-1.13713207389276,0.295747388192867,0.000591208559269765,"","CAL0133871","YLR264W","RPS28B","S000004254"
"250","CAGL0K06215g",766.02323255147,-1.56769908659574,0.178956515687981,9.95394581104496e-17,"","CAL0134477","YDR449C","UTP6","S000002857"
"251","CAGL0K06259g",4120.27830029872,-2.11682794879336,0.315268489591778,3.26056292459433e-10,"TSA1","CAL0134717","YDR453C","TSA2","S000002861"
"252","CAGL0K06567g",2722.50210942774,-1.0356510975292,0.302854449781973,0.00258570417134829,"","CAL0134711","YDR471W","RPL27B","S000002879"
"253","CAGL0K07007g",431.889304539296,-1.00226535024107,0.290467408155095,0.00233792413151494,"","CAL0134107","YBR238C","YBR238C","S000000442"
"254","CAGL0K07414g",54314.7494129614,-1.01517520031823,0.292655594477417,0.00220260711648854,"","CAL0134233","YMR242C","RPL20A","S000004855"
"255","CAGL0K07458g",2663.05672301988,-1.01508758563861,0.173035013210442,5.33458146365682e-08,"","CAL0133905","YKL126W","YPK1","S000001609"
"256","CAGL0K07634g",415.698317615569,-1.16816237177487,0.308135294542521,0.000717191315488359,"GAT1","CAL0134543","YFL021W","GAT1","S000001873"
"257","CAGL0K09042g",1460.51718355305,-1.57141608096282,0.226131626608261,7.27291985712097e-11,"","CAL0134267","YOR252W","TMA16","S000005778"
"258","CAGL0K09284g",1527.34012107626,-1.81834889006597,0.241946313016254,1.47810948115513e-12,"","CAL0134373","YCR057C","PWP2","S000000653"
"259","CAGL0K09416g",1680.76369260484,-1.31243826799081,0.202417336806418,1.39028251460757e-09,"","CAL0134641","YGL211W","NCS6","S000003179"
"260","CAGL0K09460g",1612.48369513013,-1.50247903713382,0.159850698119733,4.29778055568955e-19,"","CAL0134609","YOR145C","PNO1","S000005671"
"261","CAGL0K09614g",2614.54737677036,-1.46218581069827,0.24089212977216,1.6863310283278e-08,"","CAL0134347","YNL132W","KRE33","S000005076"
"262","CAGL0K09922g",5381.85926760934,-1.35793923293202,0.26547191726838,2.67292854432095e-06,"","CAL0134917","YOR359W","VTS1","S000005886"
"263","CAGL0K10208g",1472.93018521719,-1.04942797094129,0.165308949333961,3.19637455565208e-09,"","CAL0134435","YDR075W","PPH3","S000002482"
"264","CAGL0K10362g",472.417208313112,-1.04845711150207,0.198253282845435,1.14981169294607e-06,"","CAL0134693","YOR130C","ORT1","S000005656"
"265","CAGL0K10780g",14156.8337444548,-1.26778456288595,0.269487972157445,1.86599103250111e-05,"","CAL0133879","YML056C","IMD4","S000004520"
"266","CAGL0K11880g",22.9881702499329,-1.33341748855275,0.549380030704505,0.0378841567954455,"","CAL0134125","YDR033W","MRH1","S000002440"
"267","CAGL0K12210g",1144.89563750765,-1.06248988035057,0.266812427853414,0.000355372237668678,"","CAL0134647","YBR104W","YMC2","S000000308"
"268","CAGL0K12848g",12270.8006410782,-1.26538594548536,0.172924435945776,5.8793550426184e-12,"SEC53","CAL0134763","YFL045C","SEC53","S000001849"
"269","CAGL0L00341g",3036.82976108557,-1.64405447143101,0.170014823283702,3.54916164086733e-20,"","CAL0135574","YKL172W","EBP2","S000001655"
"270","CAGL0L01397g",1280.57640447171,-1.00498020561387,0.197876053530483,3.18966619619781e-06,"","CAL0135378","YEL032W","MCM3","S000000758"
"271","CAGL0L01551g",1388.23142940937,-3.1405881412093,0.226149400506815,3.44548141966543e-41,"","CAL0135756","YML052W","SUR7","S000004516"
"272","CAGL0L02849g",2075.47843962736,-1.17716468652966,0.223864079653507,1.3323835573767e-06,"","CAL0135910","YOR207C","RET1","S000005733"
"273","CAGL0L02871g",3743.85235122685,-1.72992264765269,0.223557917170078,2.96419052238332e-13,"","CAL0135872","YOR206W","NOC2","S000005732"
"274","CAGL0L02893g",701.007037730081,-1.21191120140738,0.212160946894202,1.25159089811579e-07,"","CAL0135692","YOR205C","GEP3","S000005731"
"275","CAGL0L03025g",960.856685251109,-1.41370952204516,0.233515764680962,1.84170621672259e-08,"","CAL0135550","YKR025W","RPC37","S000001733"
"276","CAGL0L03047g",1127.78425994687,-1.4769338320765,0.208841044676921,3.17110176337629e-11,"","CAL0135220","YKR024C","DBP7","S000001732"
"277","CAGL0L03740g",3582.99878829607,-1.56295009449763,0.186934190375741,2.55255381788388e-15,"RKI1","CAL0135496","YOR095C","RKI1","S000005621"
"278","CAGL0L03806g",2135.37583239739,-1.32303153056569,0.266192125982962,5.40869869095068e-06,"","CAL0135596","YNL110C","NOP15","S000005054"
"279","CAGL0L03846g",26736.0768223641,-1.69594386635229,0.180901950285815,5.33092656164091e-19,"","CAL0135480","YNL112W","DBP2","S000005056"
"280","CAGL0L03872g",697.727692300245,-1.15559149644941,0.198222495742148,6.50708817889492e-08,"","CAL0135526","YNL113W","RPC19","S000005057"
"281","CAGL0L04026g",1278.11091849831,-1.37464978973993,0.194345481613979,3.15734891479757e-11,"","CAL0135126","YNL119W","NCS2","S000005063"
"282","CAGL0L04928g",650.402370985795,-1.00610970411998,0.221303148197248,3.67956890808383e-05,"","CAL0135462","YKL068W","NUP100","S000001551"
"283","CAGL0L05170g",3376.01812809249,-1.0829225576382,0.219365754864797,6.30655752838797e-06,"","CAL0135290","YKL082C","RRP14","S000001565"
"284","CAGL0L05346g",123.53017545238,-1.09851884586733,0.285560953732029,0.000587131718980499,"","CAL0135214","YKL011C","CCE1","S000001494"
"285","CAGL0L05500g",1430.44261766025,-1.34991071501029,0.255957481446961,1.23309803053467e-06,"","CAL0136060","YJL122W","ALB1","S000003658"
"286","CAGL0L05566g",760.754701949882,-1.15541711237398,0.201590487603944,1.12232219753344e-07,"","CAL0135342","YJL125C","GCD14","S000003661"
"287","CAGL0L06314g",1550.98774872996,-1.93153544173406,0.245027811650012,9.76198790857809e-14,"","CAL0135380","YDR101C","ARX1","S000002508"
"288","CAGL0L07700g",158.26112551685,-1.73335128860276,0.320589407069385,6.2867507392581e-07,"","CAL0135712","YCR014C","POL4","S000000607"
"289","CAGL0L08008g",85.5384467928616,-1.60922258467157,0.374366610805784,0.00010234736084174,"","CAL0135720","YCR024C-A","PMP1","S000000619"
"290","CAGL0L08206g",2451.40525638583,-1.10633239263534,0.177946969966322,7.1770954682839e-09,"","CAL0135042","YCR035C","RRP43","S000000631"
"291","CAGL0L08448g",296.835595647013,-1.98923827045429,0.284967943397927,5.84009134213246e-11,"","CAL0136104","YPR149W","NCE102","S000006353"
"292","CAGL0L08756g",2803.10034034458,-1.47808311558278,0.214254596549161,1.0141898405249e-10,"","CAL0135914","YPL012W","RRP12","S000005933"
"293","CAGL0L09669g",1377.20588142145,-1.25946244027821,0.210917399561585,2.95948541940538e-08,"","CAL0136098","YKL014C","URB1","S000001497"
"294","CAGL0L10142g",62.4455446261332,-2.81476441245401,0.43046976210435,9.82284587974308e-10,"RSB1","CAL0135328","YOR049C","RSB1","S000005575"
"295","CAGL0L10252g",226.144782205624,-1.4335033879756,0.294476611575957,8.72377061448988e-06,"","CAL0135352","YOR058C","ASE1","S000005584"
"296","CAGL0L10626g",108.882682635379,-1.21268612894815,0.335657705785846,0.00135475986843748,"","CAL0135628","YMR198W","CIK1","S000004811"
"297","CAGL0L10846g",1566.29458983958,-1.1795497789958,0.157262316697696,1.64019325792955e-12,"","CAL0135124","YCR047C","BUD23","S000000643"
"298","CAGL0L10868g",3829.90815117543,-1.05756578010252,0.178080141058018,3.55090737914271e-08,"","CAL0135980","YOR271C","FSF1","S000005797"
"299","CAGL0L10890g",2490.62958895539,-2.15496204870111,0.163212315092084,2.79773839130712e-37,"","CAL0135158","YOR272W","YTM1","S000005798"
"300","CAGL0L10978g",2968.93606832551,-1.00505955747713,0.22243853944849,4.12648047218324e-05,"","CAL0135778","YOR276W","CAF20","S000005802"
"301","CAGL0L11594g",761.915566442667,-1.08148837852647,0.189449777920021,1.27586451201207e-07,"","CAL0135814","YOR119C","RIO1","S000005645"
"302","CAGL0L13068g",89.5453000794055,-1.17205009975647,0.34023415827003,0.00238373536671883,"","CAL0136086","YHR123W","EPT1","S000001165"
"303","CAGL0L13156g",260.091352402156,-2.37662507367071,0.285597239821587,3.36783914837303e-15,"","CAL0135822","YLR073C","RFU1","S000004063"
"304","CAGL0M00484g",1871.74060581459,-1.15476166121349,0.334175017333827,0.00230046410975891,"","CAL0136563","YJR133W","XPT1","S000003894"
"305","CAGL0M00638g",6367.19667897871,-1.04622189746301,0.182380168312232,1.09226977929902e-07,"FPR4","CAL0136625","YLR449W","FPR4","S000004441"
"306","CAGL0M00946g",1637.31984991858,-1.13620703756163,0.167552690127698,2.14624106810568e-10,"","CAL0136663","YLR435W","TSR2","S000004427"
"307","CAGL0M01056g",1444.11643728603,-1.81759545630934,0.200187431694253,7.14962617900023e-18,"","CAL0136789","YDR339C","FCF1","S000002747"
"308","CAGL0M01430g",2434.53499776371,-1.52181543929436,0.201807287572648,1.23591834258372e-12,"","CAL0137177","YDR324C","UTP4","S000002732"
"309","CAGL0M01716g",298.900377538637,-1.06723225597986,0.232351936731582,2.99783410142046e-05,"TEC1","CAL0136713","YBR083W","TEC1","S000000287"
"310","CAGL0M02123g",1604.23607572528,-1.25109795249838,0.20833166595218,2.43859863750564e-08,"","CAL0136827","YPL158C","AIM44","S000006079"
"311","CAGL0M02145g",1014.66001533694,-1.19210162723692,0.167369670034797,2.2662955512635e-11,"","CAL0136901","YPL157W","TGS1","S000006078"
"312","CAGL0M02409g",3396.20155648774,-1.3439443044838,0.211044049963144,2.81831204217945e-09,"","CAL0136237","YPL146C","NOP53","S000006067"
"313","CAGL0M03305g",176.331445866163,-3.22802540961568,0.88905090697105,0.00127277194763928,"","CAL0136875","YEL017C-A","PMP2","S000002103"
"314","CAGL0M03311g",1249.43871006399,-1.08716207660938,0.22345638785957,8.83074154382581e-06,"","CAL0136411","YEL017W","GTT3","S000000743"
"315","CAGL0M03751g",814.699879368096,-1.54265044288988,0.175848434762069,9.0090255861526e-17,"","CAL0136965","YNL299W","TRF5","S000005243"
"316","CAGL0M03773g",6846.36419984843,-1.16988347356073,0.208380234387306,2.12620669636428e-07,"","CAL0136829","YNL300W","TOS6","S000005244"
"317","CAGL0M03905g",2951.31532965819,-1.07664807552782,0.184184291575753,5.99140762250452e-08,"","CAL0136923","YNL308C","KRI1","S000005252"
"318","CAGL0M03949g",565.97460444936,-1.35477622555303,0.242635363895581,2.50411271654042e-07,"","CAL0136863","YNL310C","ZIM17","S000005254"
"319","CAGL0M04279g",1685.91065101513,-1.65653819028696,0.223329813656175,2.88739470388407e-12,"","CAL0137135","YLR129W","DIP2","S000004119"
"320","CAGL0M04719g",928.239262549849,-1.45799116364208,0.205002794629713,2.42652251800775e-11,"","CAL0136679","YOR287C","RRP36","S000005813"
"321","CAGL0M05599g",3044.83270381211,-1.00811251274499,0.237298228330274,0.000125971724004084,"","CAL0136649","YBR162C","TOS1","S000000366"
"322","CAGL0M06567g",573.857638301514,-1.01896996322644,0.206153507025449,6.13945977408147e-06,"","CAL0136531","YDR021W","FAL1","S000002428"
"323","CAGL0M06655g",3690.58345930431,-1.09001114122657,0.344486832295763,0.00559735413874864,"HHT2","CAL0136971","YNL031C","HHT2","S000004976"
"324","CAGL0M06677g",16068.9796323747,-1.37332289470186,0.199274239628881,1.06203200164366e-10,"HHF2","CAL0136709","YNL030W","HHF2","S000004975"
"325","CAGL0M07227g",3070.51880969904,-1.29030055176822,0.176570607863086,6.30464236036578e-12,"","CAL0136529","YHR196W","UTP9","S000001239"
"326","CAGL0M07678g",1772.65828844309,-1.28687720398082,0.166471836764848,3.1227431869854e-13,"","CAL0136503","YMR014W","BUD22","S000004616"
"327","CAGL0M07700g",581.035301514073,-1.11122090081134,0.24083797478894,2.73520062068449e-05,"","CAL0136779","YMR013C","SEC59","S000004615"
"328","CAGL0M09086g",1307.10820636591,-1.03244283085189,0.183037052374019,1.85124361340934e-07,"","CAL0136477","YJR092W","BUD4","S000003852"
"329","CAGL0M09779g",8160.9031437988,-1.33266264547831,0.239850252007607,2.89913669459127e-07,"CTS1","CAL0136945","YLR286C","CTS1","S000004276"
"330","CAGL0M09801g",994.989857719583,-1.18985089886018,0.192579637970847,8.9984816712617e-09,"","CAL0136847","YLR285W","NNT1","S000004275"
"331","CAGL0M09845g",2420.151436905,-1.35394352388753,0.218447279016186,8.01703506966778e-09,"","CAL0137437","YLR409C","UTP21","S000004401"
"332","CAGL0M10197g",1922.71682684784,-1.44438498248987,0.308094796970787,1.99753212582261e-05,"","CAL0137229","YKL009W","MRT4","S000001492"
"333","CAGL0M10219g",331.723827993865,-1.40835396310483,0.302155225745708,2.24367161777152e-05,"","CAL0137027","YKL008C","LAC1","S000001491"
"334","CAGL0M10307g",230.678537079964,-1.04608251507231,0.262860234920894,0.000358825630648096,"","CAL0136931","YKL004W","AUR1","S000001487"
"335","CAGL0M10681g",941.703274105102,-1.30261232603775,0.198628396844904,8.7198402580046e-10,"","CAL0136735","YNR024W","MPP6","S000005307"
"336","CAGL0M11066g",214.198513539879,-1.19071482684084,0.282525743129351,0.000144350764193186,"","CAL0136837","YGR109C","CLB6","S000003341"
"337","CAGL0M11110g",1055.13550240785,-1.49953760653737,0.210846882864442,2.42652251800775e-11,"","CAL0137061","YDR087C","RRP1","S000002494"
"338","CAGL0M11286g",422.53773564696,-1.05148474762163,0.207597465510192,3.40144232974334e-06,"","CAL0137331","YMR228W","MTF1","S000004841"
"339","CAGL0M11616g",6455.03960541851,-1.29610964439613,0.28099519558828,2.75000201364558e-05,"","CAL0136417","YLR106C","REA1","S000004096"
"340","CAGL0M12122g",3769.88471067538,-1.22443474899813,0.190300499710852,1.90000321930543e-09,"","CAL0136391","YAL036C","RBG1","S000000034"
"341","CAGL0M12430g",18629.0953281343,-1.36713751082329,0.182141099218613,1.58210683606369e-12,"RHR2","CAL0136249","YIL053W","GPP1","S000001315"
"342","CAGL0M13519g",2300.76383074928,-1.65895683059945,0.237137729353523,5.2831161401539e-11,"","CAL0136209","YMR290C","HAS1","S000004903"
"343","CAGL0M13893g",1992.83702033135,-1.00118511786059,0.2213009961976,4.02714555082421e-05,"","CAL0137483","YMR309C","NIP1","S000004926"
"344","CAGL0M13915g",2481.88879507634,-1.01918661445418,0.187916930326802,5.77865554550266e-07,"","CAL0136257","YMR310C","UPA2","S000004927"
