identity,coverage,qlength,slength,alength,bitscore,E-value,norm_bitscore,qcov,scov,query_y,subject_y
58.24,92.0,576.0,552.0,534.0,660.0,0.0,1.1458333333333333,0.9270833333333334,0.967391304347826,XP_447472.1,NP_011010.1
37.037,76.0,670.0,612.0,587.0,191.0,1.7,0.28507462686567164,0.8761194029850746,0.9591503267973857,XP_447470.1,NP_011012.3
82.937,99.0,507.0,506.0,504.0,899.0,0.0,1.7731755424063116,0.9940828402366864,0.9960474308300395,XP_447468.1,NP_011014.1
85.137,100.0,767.0,767.0,767.0,1372.0,0.0,1.788787483702738,1.0,1.0,XP_447467.1,NP_011015.3
44.444,99.0,125.0,127.0,126.0,100.0,4.1600000000000003e-29,0.8,1.0,0.9921259842519685,XP_447466.1,NP_011017.3
54.088,96.0,1430.0,1439.0,1431.0,1511.0,0.0,1.0566433566433566,1.0,0.9944405837387075,XP_447465.1,NP_011018.1
40.984,89.0,137.0,137.0,122.0,87.4,1.19e-23,0.6379562043795621,0.8905109489051095,0.8905109489051095,XP_447464.1,NP_011019.1
93.659,100.0,205.0,205.0,205.0,402.0,9.419999999999999e-146,1.9609756097560975,1.0,1.0,XP_447463.1,NP_011020.3
82.544,100.0,400.0,383.0,401.0,639.0,0.0,1.5975,1.0,1.0,XP_447490.1,NP_011021.3
41.667,85.0,754.0,724.0,684.0,485.0,1.62e-162,0.6432360742705571,0.9071618037135278,0.9447513812154696,XP_447489.1,NP_011024.1
91.483,99.0,318.0,319.0,317.0,605.0,0.0,1.9025157232704402,0.9968553459119497,0.9937304075235109,XP_447488.1,NP_011025.3
72.0,100.0,250.0,246.0,250.0,390.0,8.96e-140,1.56,1.0,1.0,XP_447487.1,NP_011026.3
91.542,100.0,200.0,201.0,201.0,380.0,3.1999999999999997e-137,1.9,1.0,1.0,XP_444964.1,NP_011028.1
40.945,61.0,208.0,186.0,127.0,84.0,6.420000000000001e-21,0.40384615384615385,0.6105769230769231,0.6827956989247311,XP_446508.1,NP_011030.3
34.731,53.0,302.0,216.0,167.0,94.0,1.29e-23,0.31125827814569534,0.5529801324503312,0.7731481481481481,XP_446510.1,NP_011032.1
79.213,98.0,365.0,369.0,356.0,623.0,0.0,1.7068493150684931,0.9753424657534246,0.964769647696477,XP_446511.1,NP_011033.3
78.206,100.0,1113.0,1113.0,1115.0,1783.0,0.0,1.6019766397124888,1.0,1.0,XP_446513.1,NP_011035.1
39.289,97.0,1093.0,1041.0,1125.0,681.0,0.0,0.6230558096980787,1.0,1.0,XP_444966.1,NP_011036.1
67.368,50.0,187.0,172.0,95.0,124.0,5.910000000000001e-37,0.6631016042780749,0.5080213903743316,0.5523255813953488,XP_446514.1,NP_011037.3
55.193,93.0,706.0,704.0,674.0,731.0,0.0,1.0354107648725213,0.9546742209631728,0.9573863636363636,XP_446515.1,NP_011038.3
46.073,99.0,1040.0,918.0,1044.0,756.0,0.0,0.7269230769230769,1.0,1.0,XP_446516.1,NP_011039.1
55.0,42.0,191.0,167.0,80.0,93.2,7.56e-25,0.4879581151832461,0.418848167539267,0.47904191616766467,XP_446517.1,NP_011040.1
54.054,41.0,274.0,210.0,111.0,137.0,1.07e-40,0.5,0.4051094890510949,0.5285714285714286,XP_446518.1,NP_011041.3
95.62,100.0,137.0,137.0,137.0,269.0,2.0799999999999998e-95,1.9635036496350364,1.0,1.0,XP_446519.1,NP_011042.3
53.056,96.0,367.0,353.0,360.0,341.0,5.4600000000000005e-117,0.9291553133514986,0.9809264305177112,1.0,XP_446520.1,NP_011043.1
56.957,100.0,448.0,460.0,460.0,498.0,5.97e-176,1.1116071428571428,1.0,1.0,XP_446521.1,NP_011044.1
54.054,100.0,244.0,258.0,259.0,250.0,1.61e-84,1.0245901639344261,1.0,1.0,XP_446523.1,NP_011046.3
58.283,99.0,493.0,486.0,501.0,538.0,0.0,1.0912778904665315,1.0,1.0,XP_446525.1,NP_011048.1
62.152,98.0,524.0,538.0,539.0,631.0,0.0,1.2041984732824427,1.0,1.0,XP_448325.1,NP_011049.2
41.038,70.0,573.0,567.0,424.0,325.0,6.07e-105,0.5671902268760908,0.7399650959860384,0.7477954144620811,XP_448324.1,NP_011050.3
84.976,100.0,809.0,822.0,832.0,1387.0,0.0,1.7144622991347342,1.0,1.0,XP_448323.1,NP_011051.3
92.72,100.0,261.0,261.0,261.0,506.0,0.0,1.9386973180076628,1.0,1.0,XP_448322.1,NP_011052.1
59.551,99.0,357.0,351.0,356.0,397.0,2.67e-139,1.112044817927171,0.9971988795518207,1.0,XP_448321.1,NP_011053.1
41.872,100.0,203.0,205.0,203.0,172.0,2.0999999999999998e-55,0.8472906403940886,1.0,0.9902439024390244,XP_448320.1,NP_011054.3
46.206,95.0,1142.0,1162.0,1186.0,814.0,0.0,0.712784588441331,1.0,1.0,XP_448319.1,NP_011055.3
57.377,38.0,443.0,317.0,122.0,144.0,0.003,0.32505643340857787,0.27539503386004516,0.38485804416403785,XP_448318.1,NP_011056.1
97.756,100.0,312.0,312.0,312.0,630.0,0.0,2.019230769230769,1.0,1.0,XP_448315.1,NP_011059.3
60.795,99.0,178.0,178.0,176.0,255.0,1.41e-88,1.4325842696629214,0.9887640449438202,0.9887640449438202,XP_448314.1,NP_011060.1
91.964,99.0,451.0,448.0,448.0,870.0,0.0,1.9290465631929046,0.9933481152993349,1.0,XP_448309.1,NP_011062.1
56.522,36.0,148.0,105.0,35.0,35.4,0.002,0.2391891891891892,0.23648648648648649,0.3333333333333333,XP_448310.1,NP_011063.3
66.96,99.0,226.0,225.0,227.0,308.0,5.92e-108,1.3628318584070795,1.0,1.0,XP_447549.1,NP_011066.3
47.238,90.0,556.0,545.0,525.0,454.0,1.65e-155,0.8165467625899281,0.9442446043165468,0.963302752293578,XP_447548.1,NP_011067.3
67.734,83.0,486.0,503.0,406.0,551.0,0.0,1.1337448559670782,0.8353909465020576,0.8071570576540755,XP_447547.1,NP_011068.1
51.481,91.0,296.0,336.0,270.0,273.0,1.41e-91,0.9222972972972973,0.9121621621621622,0.8035714285714286,XP_447546.1,NP_011069.1
56.881,100.0,428.0,426.0,436.0,482.0,2.05e-170,1.1261682242990654,1.0,1.0,XP_447545.1,NP_011070.3
41.685,99.0,805.0,887.0,890.0,641.0,0.0,0.7962732919254658,1.0,1.0,XP_447544.1,NP_011071.3
78.218,99.0,404.0,408.0,404.0,640.0,0.0,1.5841584158415842,1.0,0.9901960784313726,XP_447543.1,NP_011072.1
68.539,94.0,93.0,90.0,89.0,120.0,3.13e-38,1.2903225806451613,0.956989247311828,0.9888888888888889,XP_447542.1,NP_011073.1
35.18,97.0,624.0,671.0,668.0,405.0,5.22e-134,0.6490384615384616,1.0,0.9955290611028316,XP_447541.1,NP_011074.3
86.475,100.0,240.0,233.0,244.0,415.0,3.5999999999999996e-150,1.7291666666666667,1.0,1.0,XP_447540.1,NP_011075.3
42.163,95.0,420.0,448.0,453.0,257.0,4.6e-82,0.611904761904762,1.0,1.0,XP_447539.1,NP_011076.1
47.748,66.0,148.0,217.0,111.0,74.7,6.4e-18,0.5047297297297297,0.75,0.511520737327189,XP_448661.1,NP_011077.1
54.917,99.0,912.0,816.0,905.0,862.0,0.0,0.9451754385964912,0.9923245614035088,1.0,XP_447537.1,NP_011078.3
61.432,97.0,443.0,436.0,433.0,545.0,0.0,1.2302483069977426,0.9774266365688488,0.9931192660550459,XP_447536.1,NP_011079.3
34.146,96.0,254.0,276.0,246.0,137.0,4.61e-40,0.5393700787401575,0.968503937007874,0.8913043478260869,XP_447535.1,NP_011080.1
61.892,92.0,402.0,386.0,370.0,480.0,1.6099999999999998e-170,1.1940298507462686,0.9203980099502488,0.9585492227979274,XP_447534.1,NP_011081.1
46.212,99.0,2167.0,2119.0,2231.0,1872.0,0.0,0.8638670973696354,1.0,1.0,XP_447533.1,NP_011082.3
74.462,95.0,338.0,334.0,325.0,513.0,0.0,1.517751479289941,0.9615384615384616,0.9730538922155688,XP_447620.1,NP_011083.3
42.164,98.0,801.0,777.0,804.0,599.0,0.0,0.7478152309612984,1.0,1.0,XP_447621.1,NP_011084.1
44.186,35.0,573.0,517.0,122.0,77.0,1.11e-05,0.1343804537521815,0.21291448516579406,0.23597678916827852,XP_447622.1,NP_011085.1
65.455,77.0,142.0,139.0,110.0,154.0,7.62e-50,1.0845070422535212,0.7746478873239436,0.7913669064748201,XP_447624.1,NP_011086.3
51.964,95.0,333.0,336.0,331.0,218.0,9.71e-70,0.6546546546546547,0.993993993993994,0.9851190476190477,XP_449276.1,NP_011088.1
52.338,98.0,754.0,825.0,770.0,814.0,0.0,1.0795755968169762,1.0,0.9333333333333333,XP_449277.1,NP_011089.4
59.072,100.0,232.0,236.0,237.0,279.0,2.29e-96,1.2025862068965518,1.0,1.0,XP_449278.1,NP_011090.3
72.682,94.0,1468.0,1476.0,1402.0,2059.0,0.0,1.4025885558583107,0.9550408719346049,0.9498644986449865,XP_449279.1,NP_011091.1
81.547,98.0,577.0,579.0,569.0,945.0,0.0,1.6377816291161178,0.9861351819757366,0.9827288428324698,XP_449280.1,NP_011092.1
72.013,99.0,1571.0,1576.0,1590.0,2377.0,0.0,1.513049013367282,1.0,1.0,XP_449281.1,NP_011093.3
32.617,76.0,851.0,847.0,745.0,214.0,4.45e-59,0.25146886016451236,0.8754406580493537,0.8795749704840614,XP_449282.1,NP_011094.3
63.077,95.0,546.0,531.0,520.0,679.0,0.0,1.2435897435897436,0.9523809523809523,0.9792843691148776,XP_449283.1,NP_011095.1
63.636,91.0,796.0,980.0,445.0,535.0,1.33e-60,0.6721105527638191,0.5590452261306532,0.45408163265306123,XP_449284.1,NP_011096.1
65.657,88.0,225.0,251.0,198.0,272.0,1.5e-93,1.208888888888889,0.88,0.7888446215139442,XP_449285.1,NP_011097.3
89.318,99.0,778.0,775.0,777.0,1459.0,0.0,1.8753213367609254,0.9987146529562982,1.0,XP_449286.1,NP_011098.3
41.67,99.0,2163.0,2140.0,2203.0,1657.0,0.0,0.7660656495607951,1.0,1.0,XP_449287.1,NP_011099.1
40.909,93.0,659.0,661.0,638.0,462.0,1.45e-155,0.701062215477997,0.9681335356600911,0.9652042360060514,XP_449288.1,NP_011100.1
40.667,100.0,299.0,293.0,300.0,246.0,8.97e-82,0.822742474916388,1.0,1.0,XP_449290.1,NP_011102.3
46.337,99.0,1121.0,1125.0,1174.0,997.0,0.0,0.8893844781445138,1.0,1.0,XP_449291.1,NP_011103.1
84.975,97.0,420.0,408.0,406.0,728.0,0.0,1.7333333333333334,0.9666666666666667,0.9950980392156863,XP_449293.1,NP_011105.4
84.431,100.0,334.0,334.0,334.0,596.0,0.0,1.784431137724551,1.0,1.0,XP_449294.1,NP_011106.1
26.705,65.0,267.0,263.0,176.0,53.9,3.93e-09,0.20187265917602995,0.6591760299625468,0.6692015209125475,XP_449295.1,NP_011107.1
57.534,89.0,244.0,252.0,219.0,277.0,3.21e-95,1.1352459016393444,0.8975409836065574,0.8690476190476191,XP_446366.1,NP_011109.3
46.154,99.0,211.0,229.0,221.0,204.0,3.9499999999999995e-67,0.966824644549763,1.0,0.9650655021834061,XP_446367.1,NP_011110.1
26.459,95.0,794.0,835.0,771.0,305.0,4.5799999999999996e-92,0.38413098236775817,0.9710327455919395,0.9233532934131736,XP_446369.1,NP_011111.1
63.83,78.0,299.0,476.0,168.0,150.0,2.4399999999999999e-23,0.5016722408026756,0.5618729096989966,0.35294117647058826,XP_447126.1,NP_011260.1
77.572,100.0,486.0,486.0,486.0,786.0,0.0,1.617283950617284,1.0,1.0,XP_444978.1,NP_011261.1
66.833,99.0,588.0,600.0,600.0,840.0,0.0,1.4285714285714286,1.0,1.0,XP_444976.1,NP_011262.1
35.463,78.0,1187.0,1089.0,939.0,542.0,8.18e-175,0.45661331086773377,0.7910699241786016,0.8622589531680441,XP_447128.1,NP_011263.2
46.117,80.0,241.0,288.0,206.0,176.0,3.23e-55,0.7302904564315352,0.8547717842323651,0.7152777777777778,XP_447129.1,NP_011264.2
25.325,64.0,704.0,676.0,462.0,112.0,3.19e-26,0.1590909090909091,0.65625,0.6834319526627219,XP_447130.1,NP_011265.1
39.566,99.0,369.0,366.0,369.0,263.0,2.7000000000000003e-86,0.7127371273712737,1.0,1.0,XP_447131.1,NP_011266.1
33.333,73.0,197.0,179.0,147.0,82.8,9.99e-21,0.42030456852791875,0.7461928934010152,0.8212290502793296,XP_447132.1,NP_011267.1
61.832,100.0,387.0,400.0,393.0,524.0,0.0,1.3540051679586564,1.0,0.9825,XP_445259.1,NP_011268.1
82.652,100.0,708.0,705.0,709.0,1209.0,0.0,1.7076271186440677,1.0,1.0,XP_445260.1,NP_011269.2
65.854,99.0,558.0,566.0,574.0,660.0,0.0,1.1827956989247312,1.0,1.0,XP_447133.1,NP_011270.1
45.269,96.0,400.0,385.0,391.0,310.0,7.13e-104,0.775,0.9775,1.0,XP_447134.1,NP_011271.1
73.034,98.0,181.0,172.0,178.0,248.0,4.3600000000000004e-86,1.3701657458563536,0.9834254143646409,1.0,XP_447135.1,NP_011272.1
46.222,99.0,1004.0,1021.0,1019.0,855.0,0.0,0.851593625498008,1.0,0.9980411361410382,XP_447136.1,NP_011273.1
48.291,92.0,250.0,262.0,234.0,222.0,2.08e-73,0.888,0.936,0.8931297709923665,XP_447137.1,NP_011274.2
70.397,99.0,960.0,961.0,956.0,1378.0,0.0,1.4354166666666666,0.9958333333333333,0.9947970863683663,XP_447138.1,NP_011276.1
64.035,42.0,265.0,296.0,114.0,142.0,1.7e-41,0.5358490566037736,0.43018867924528303,0.38513513513513514,XP_447139.1,NP_011277.1
64.297,96.0,669.0,663.0,647.0,850.0,0.0,1.2705530642750373,0.9671150971599403,0.975867269984917,XP_447140.1,NP_011278.2
66.708,100.0,802.0,791.0,802.0,1087.0,0.0,1.355361596009975,1.0,1.0,XP_447141.1,NP_011280.1
59.235,100.0,910.0,882.0,915.0,1042.0,0.0,1.145054945054945,1.0,1.0,XP_447142.1,NP_011281.1
55.749,99.0,289.0,265.0,287.0,292.0,3.55e-100,1.0103806228373702,0.9930795847750865,1.0,XP_447143.1,NP_011282.1
57.143,96.0,190.0,183.0,182.0,206.0,3.82e-69,1.0842105263157895,0.9578947368421052,0.994535519125683,XP_447144.1,NP_011283.1
33.037,93.0,577.0,556.0,563.0,267.0,9.47e-83,0.462738301559792,0.975736568457539,1.0,XP_447427.1,NP_011286.1
42.353,69.0,958.0,910.0,680.0,516.0,1.54e-169,0.5386221294363257,0.7098121085594989,0.7472527472527473,XP_447428.1,NP_011287.1
47.727,100.0,86.0,88.0,88.0,66.2,8.7e-17,0.7697674418604652,1.0,1.0,XP_002999556.1,NP_011288.1
35.433,98.0,123.0,134.0,127.0,79.0,1.06e-20,0.6422764227642277,1.0,0.9477611940298507,XP_447429.1,NP_011289.1
75.075,98.0,337.0,324.0,333.0,482.0,2.07e-173,1.4302670623145401,0.9881305637982196,1.0,XP_447199.1,NP_011290.1
59.623,95.0,280.0,279.0,265.0,336.0,1.67e-117,1.2,0.9464285714285714,0.9498207885304659,XP_447200.1,NP_011291.1
28.311,99.0,417.0,412.0,438.0,139.0,1.16e-37,0.3333333333333333,1.0,1.0,XP_447550.1,NP_011292.1
60.0,89.0,175.0,353.0,132.0,50.4,0.028,0.288,0.7542857142857143,0.37393767705382436,XP_447551.1,NP_011293.1
53.535,99.0,288.0,296.0,297.0,302.0,1.0900000000000001e-103,1.0486111111111112,1.0,1.0,XP_447552.1,NP_011294.1
71.084,69.0,120.0,84.0,83.0,134.0,4.69e-43,1.1166666666666667,0.6916666666666667,0.9880952380952381,XP_447553.1,NP_011295.1
48.81,78.0,459.0,538.0,420.0,360.0,1.53e-120,0.7843137254901961,0.9150326797385621,0.7806691449814126,XP_447554.1,NP_011296.1
59.568,85.0,805.0,705.0,695.0,781.0,0.0,0.9701863354037267,0.8633540372670807,0.9858156028368794,XP_447555.1,NP_011299.1
42.975,73.0,452.0,448.0,363.0,241.0,1.12e-75,0.5331858407079646,0.8030973451327433,0.8102678571428571,XP_447556.1,NP_011300.1
54.386,99.0,397.0,393.0,399.0,468.0,8.890000000000001e-166,1.1788413098236776,1.0,1.0,XP_447557.1,NP_011302.1
32.249,99.0,316.0,326.0,338.0,160.0,1.0400000000000001e-47,0.5063291139240507,1.0,1.0,XP_447558.1,NP_011303.1
82.73,100.0,359.0,358.0,359.0,631.0,0.0,1.7576601671309193,1.0,1.0,XP_448629.1,NP_011304.2
31.69,99.0,382.0,396.0,426.0,150.0,2.94e-42,0.39267015706806285,1.0,1.0,XP_448627.1,NP_011306.1
77.391,100.0,1035.0,1027.0,1035.0,1570.0,0.0,1.5169082125603865,1.0,1.0,XP_445310.1,NP_011308.1
85.481,100.0,1653.0,1652.0,1653.0,2914.0,0.0,1.7628554143980641,1.0,1.0,XP_444929.1,NP_011309.1
73.298,100.0,748.0,748.0,749.0,1164.0,0.0,1.5561497326203209,1.0,1.0,XP_444930.1,NP_011310.1
36.472,95.0,729.0,730.0,754.0,455.0,3.21e-151,0.6241426611796982,1.0,1.0,XP_446415.1,NP_011312.1
69.882,99.0,500.0,504.0,508.0,742.0,0.0,1.484,1.0,1.0,XP_446416.1,NP_011313.1
71.331,99.0,1017.0,972.0,1022.0,1438.0,0.0,1.4139626352015733,1.0,1.0,XP_447986.1,NP_011314.2
75.127,97.0,203.0,230.0,197.0,313.0,2.25e-110,1.541871921182266,0.9704433497536946,0.8565217391304348,XP_448588.1,NP_011315.3
52.227,98.0,235.0,250.0,247.0,252.0,1.5400000000000002e-85,1.0723404255319149,1.0,0.988,XP_445492.1,NP_011317.2
44.19,99.0,1487.0,1632.0,1575.0,1066.0,0.0,0.7168796234028245,1.0,0.9650735294117647,XP_445493.1,NP_011318.2
53.613,100.0,428.0,427.0,429.0,453.0,6e-159,1.058411214953271,1.0,1.0,XP_445494.1,NP_011319.2
61.055,99.0,2672.0,2666.0,2673.0,3203.0,0.0,1.1987275449101797,1.0,1.0,XP_445495.1,NP_011320.3
82.183,99.0,452.0,450.0,449.0,782.0,0.0,1.7300884955752212,0.9933628318584071,0.9977777777777778,XP_444912.1,NP_011321.1
48.204,87.0,600.0,488.0,529.0,470.0,3.41e-162,0.7833333333333333,0.8816666666666667,1.0,XP_444911.1,NP_011323.3
78.295,100.0,129.0,128.0,129.0,216.0,7.44e-75,1.6744186046511629,1.0,1.0,XP_449045.1,NP_011324.1
74.109,100.0,526.0,495.0,533.0,786.0,0.0,1.494296577946768,1.0,1.0,XP_449044.1,NP_011325.1
94.118,100.0,119.0,119.0,119.0,224.0,3.25e-78,1.8823529411764706,1.0,1.0,XP_448317.1,NP_011326.1
77.922,99.0,155.0,154.0,154.0,265.0,2.64e-93,1.7096774193548387,0.9935483870967742,1.0,XP_449043.1,NP_011328.1
69.634,93.0,579.0,631.0,573.0,810.0,0.0,1.3989637305699483,0.9896373056994818,0.9080824088748018,XP_449042.1,NP_011329.1
56.053,96.0,379.0,392.0,380.0,418.0,1.89e-146,1.1029023746701847,1.0,0.9693877551020408,XP_449041.1,NP_011330.1
58.643,96.0,465.0,450.0,457.0,525.0,0.0,1.1290322580645162,0.9827956989247312,1.0,XP_449040.1,NP_011331.3
45.161,99.0,219.0,222.0,217.0,203.0,5.51e-67,0.9269406392694064,0.9908675799086758,0.9774774774774775,XP_449038.1,NP_011332.2
48.179,80.0,396.0,505.0,357.0,317.0,3.4e-105,0.8005050505050505,0.9015151515151515,0.7069306930693069,XP_449037.1,NP_011334.1
55.785,97.0,897.0,942.0,968.0,952.0,0.0,1.0613154960981048,1.0,1.0,XP_449036.1,NP_011335.1
52.941,79.0,859.0,897.0,748.0,697.0,0.0,0.8114086146682189,0.8707799767171129,0.8338907469342252,XP_449034.1,NP_011337.1
20.424,93.0,554.0,482.0,519.0,65.1,8.9e-12,0.11750902527075811,0.9368231046931408,1.0,XP_449033.1,NP_011339.1
34.06,96.0,345.0,343.0,367.0,157.0,1.05e-45,0.45507246376811594,1.0,1.0,XP_449032.1,NP_011340.1
33.577,100.0,266.0,235.0,274.0,128.0,9.91e-37,0.48120300751879697,1.0,1.0,XP_449031.1,NP_011341.3
63.501,99.0,1528.0,1522.0,1548.0,1938.0,0.0,1.2683246073298429,1.0,1.0,XP_449030.1,NP_011342.1
48.231,99.0,472.0,504.0,537.0,336.0,2.39e-111,0.711864406779661,1.0,1.0,XP_449029.1,NP_011343.1
75.758,98.0,564.0,565.0,561.0,840.0,0.0,1.4893617021276595,0.9946808510638298,0.9929203539823008,XP_448329.1,NP_011344.1
65.037,96.0,426.0,422.0,409.0,530.0,0.0,1.244131455399061,0.960093896713615,0.9691943127962085,XP_447435.1,NP_011346.1
78.706,100.0,950.0,951.0,958.0,1531.0,0.0,1.611578947368421,1.0,1.0,XP_447436.1,NP_011348.1
33.865,99.0,225.0,265.0,251.0,134.0,4.03e-39,0.5955555555555555,1.0,0.9471698113207547,XP_447430.1,NP_011349.3
54.299,100.0,440.0,425.0,442.0,439.0,3.43e-153,0.9977272727272727,1.0,1.0,XP_447431.1,NP_011351.1
69.583,100.0,898.0,942.0,960.0,1350.0,0.0,1.5033407572383073,1.0,1.0,XP_447432.1,NP_011352.1
40.556,57.0,299.0,366.0,180.0,130.0,6.5e-36,0.43478260869565216,0.6020066889632107,0.4918032786885246,XP_449183.1,NP_011353.1
31.792,100.0,310.0,334.0,346.0,139.0,2.25e-39,0.4483870967741935,1.0,1.0,XP_447434.1,NP_011354.3
40.941,99.0,570.0,532.0,574.0,411.0,6.4899999999999996e-139,0.7210526315789474,1.0,1.0,XP_448481.1,NP_011355.1
69.815,99.0,1083.0,1081.0,1080.0,1584.0,0.0,1.4626038781163435,0.997229916897507,0.9990749306197965,XP_445912.1,NP_011359.1
51.499,98.0,376.0,366.0,367.0,367.0,6.95e-127,0.976063829787234,0.976063829787234,1.0,XP_445911.1,NP_011360.1
34.802,82.0,272.0,258.0,227.0,144.0,1.49e-42,0.5294117647058824,0.8345588235294118,0.8798449612403101,XP_445910.1,NP_011361.1
47.578,96.0,341.0,380.0,351.0,320.0,1.14e-108,0.9384164222873901,1.0,0.9236842105263158,XP_445909.1,NP_011362.3
48.989,100.0,1132.0,1099.0,1137.0,1058.0,0.0,0.9346289752650176,1.0,1.0,XP_445908.1,NP_011364.1
88.0,99.0,376.0,376.0,375.0,692.0,0.0,1.8404255319148937,0.9973404255319149,0.9973404255319149,XP_445906.1,NP_011367.1
57.879,99.0,685.0,673.0,679.0,788.0,0.0,1.1503649635036497,0.9912408759124087,1.0,XP_445903.1,NP_011371.1
55.663,100.0,413.0,405.0,415.0,461.0,7.760000000000001e-163,1.116222760290557,1.0,1.0,XP_445902.1,NP_011372.3
53.769,96.0,616.0,612.0,597.0,665.0,0.0,1.0795454545454546,0.9691558441558441,0.9754901960784313,XP_446309.1,NP_011373.1
44.92,100.0,910.0,921.0,935.0,752.0,0.0,0.8263736263736263,1.0,1.0,XP_446308.1,NP_011374.1
50.601,99.0,1219.0,1169.0,1247.0,1200.0,0.0,0.9844134536505332,1.0,1.0,XP_448578.1,NP_011375.1
28.526,75.0,345.0,346.0,312.0,115.0,4.33e-30,0.3333333333333333,0.9043478260869565,0.9017341040462428,XP_447186.1,NP_011377.1
71.492,100.0,889.0,902.0,898.0,1356.0,0.0,1.5253093363329584,1.0,0.9955654101995566,XP_447187.1,NP_011378.1
53.716,92.0,320.0,281.0,296.0,312.0,2.1e-107,0.975,0.925,1.0,XP_447188.1,NP_011379.1
44.776,99.0,1264.0,1258.0,1340.0,1045.0,0.0,0.8267405063291139,1.0,1.0,XP_447191.1,NP_011382.1
74.454,99.0,459.0,449.0,458.0,734.0,0.0,1.5991285403050108,0.9978213507625272,1.0,XP_447663.1,NP_011385.3
56.77,94.0,450.0,432.0,421.0,502.0,6.749999999999999e-178,1.1155555555555556,0.9355555555555556,0.9745370370370371,XP_447662.1,NP_011386.2
30.952,97.0,283.0,296.0,294.0,122.0,1.3200000000000001e-33,0.43109540636042404,1.0,0.9932432432432432,XP_447661.1,NP_011387.2
82.759,91.0,127.0,130.0,116.0,201.0,5.6e-69,1.5826771653543308,0.9133858267716536,0.8923076923076924,XP_447266.1,NP_011388.1
34.848,94.0,380.0,371.0,396.0,210.0,1.5200000000000001e-65,0.5526315789473685,1.0,1.0,XP_447267.1,NP_011389.3
76.08,100.0,600.0,600.0,602.0,964.0,0.0,1.6066666666666667,1.0,1.0,XP_446274.1,NP_011390.2
40.063,95.0,644.0,597.0,634.0,450.0,2.99e-152,0.6987577639751553,0.984472049689441,1.0,XP_446275.1,NP_011391.2
89.764,100.0,254.0,253.0,254.0,439.0,8.17e-159,1.7283464566929134,1.0,1.0,XP_446276.1,NP_011392.1
63.38,100.0,525.0,531.0,568.0,628.0,0.0,1.1961904761904762,1.0,1.0,XP_446277.1,NP_011393.3
42.718,82.0,126.0,140.0,103.0,97.1,1.18e-27,0.7706349206349206,0.8174603174603174,0.7357142857142858,XP_446278.1,NP_011394.1
92.563,98.0,767.0,768.0,753.0,1458.0,0.0,1.9009126466753585,0.9817470664928292,0.98046875,XP_446279.1,NP_011395.1
79.419,82.0,501.0,414.0,413.0,678.0,0.0,1.3532934131736527,0.8243512974051896,0.9975845410628019,XP_446281.1,NP_011396.1
22.49,90.0,265.0,264.0,249.0,42.0,3.62e-05,0.15849056603773584,0.939622641509434,0.9431818181818182,XP_446287.1,NP_011398.3
62.021,92.0,610.0,621.0,574.0,714.0,0.011,1.1704918032786886,0.940983606557377,0.9243156199677939,XP_446286.1,NP_011399.1
84.639,99.0,322.0,323.0,319.0,566.0,0.0,1.7577639751552796,0.9906832298136646,0.9876160990712074,XP_446285.1,NP_011400.1
66.989,99.0,725.0,724.0,724.0,993.0,0.0,1.369655172413793,0.9986206896551724,1.0,XP_446284.1,NP_011401.1
29.178,99.0,668.0,733.0,754.0,266.0,1.35e-79,0.39820359281437123,1.0,1.0,XP_446283.1,NP_011402.3
72.137,99.0,516.0,536.0,524.0,774.0,0.0,1.5,1.0,0.9776119402985075,XP_446282.1,NP_011403.1
45.614,97.0,463.0,436.0,456.0,399.0,5.46e-137,0.8617710583153347,0.9848812095032398,1.0,XP_446289.1,NP_011404.1
48.331,98.0,624.0,614.0,629.0,587.0,0.0,0.9407051282051282,1.0,1.0,XP_446290.1,NP_011405.1
71.93,41.0,140.0,123.0,57.0,82.4,8.13e-22,0.5885714285714286,0.40714285714285714,0.4634146341463415,XP_446291.1,NP_011407.3
73.427,96.0,149.0,141.0,143.0,207.0,9.16e-71,1.389261744966443,0.959731543624161,1.0,XP_446293.1,NP_011409.1
69.841,100.0,376.0,376.0,378.0,474.0,8.670000000000001e-169,1.2606382978723405,1.0,1.0,XP_448164.1,NP_011410.1
92.617,100.0,149.0,149.0,149.0,289.0,5.15e-103,1.9395973154362416,1.0,1.0,XP_448163.1,NP_011412.1
70.774,100.0,349.0,338.0,349.0,524.0,0.0,1.501432664756447,1.0,1.0,XP_448161.1,NP_011415.1
79.9,94.0,640.0,639.0,602.0,1005.0,0.0,1.5703125,0.940625,0.9420970266040689,XP_447940.1,NP_011416.3
46.639,97.0,245.0,222.0,238.0,203.0,1.2500000000000002e-66,0.8285714285714286,0.9714285714285714,1.0,XP_447938.1,NP_011417.1
62.757,97.0,482.0,477.0,486.0,630.0,0.0,1.3070539419087137,1.0,1.0,XP_447937.1,NP_011418.1
59.391,99.0,577.0,589.0,591.0,704.0,0.0,1.220103986135182,1.0,1.0,XP_446923.1,NP_011420.3
50.0,99.0,1115.0,1093.0,1116.0,1094.0,0.0,0.9811659192825112,1.0,1.0,XP_446924.1,NP_011421.1
24.747,95.0,917.0,741.0,889.0,169.0,2.63e-44,0.18429661941112324,0.9694656488549618,1.0,XP_446925.1,NP_011422.1
