"","gene","baseMean","log2FC","stderror","padj","standard_cg","database_cg","systematic_sc","standard_sc","database_sc"
"187","CAGL0K06105g",976.709223598322,1.49353139934996,0.210482851344863,2.70622668086073e-11,"","CAL0134203","YLR267W","BOP2","S000004257"
"188","CAGL0K06677g",513.058477849564,2.29044809305724,0.252290670638405,7.14962611197131e-18,"MET8","CAL0134875","YBR213W","MET8","S000000417"
"189","CAGL0K07590g",1861.99237944266,1.15547279628873,0.230389332431433,4.34532060985402e-06,"MYO3","CAL0134555","YKL129C","MYO3","S000001612"
"190","CAGL0K08272g",7013.64236544095,2.11257650614023,0.162015581232029,2.15215164910345e-36,"","CAL0134119","YKR053C","YSR3","S000001761"
"191","CAGL0K08668g",977.887548033338,3.13237275576881,0.224484236482418,1.65166139232628e-41,"MET28","CAL0134269","YIR017C","MET28","S000001456"
"192","CAGL0K08734g",1054.96240133665,1.05286537507526,0.246039722635642,0.000110701377990402,"","CAL0134081","YIR014W","VLD1","S000001453"
"193","CAGL0K08800g",902.483215733427,1.20003414004357,0.217493338761505,3.54050292688622e-07,"ADI1","CAL0134151","YMR009W","ADI1","S000004611"
"194","CAGL0K08932g",123.602499945362,1.43217994825021,0.357896618400502,0.000333910871376245,"","CAL0133967","YOR258W","HNT3","S000005784"
"195","CAGL0K10824g",661.959900226606,3.02949679404124,0.232138535533758,1.97826951833328e-36,"","CAL0134687","YLR149C","GID11","S000004139"
"196","CAGL0K11682g",1117.24336770747,1.04028072089151,0.19660889498596,1.13754449079979e-06,"","CAL0134281","YDR022C","ATG31","S000002429"
"197","CAGL0K12100g",3465.59849828303,1.30581460837343,0.223788335006371,6.31938444047144e-08,"","CAL0133797","YDR044W","HEM13","S000002451"
"198","CAGL0K12760g",1114.93443202017,2.04690613966851,0.199759025652748,1.30187121979215e-22,"","CAL0134365","YFL042C","LAM5","S000001852"
"199","CAGL0K12892g",4809.00057799601,1.9614186125116,0.146899800655383,4.80490372834368e-38,"","CAL0134439","YFL047W","RGD2","S000001847"
"200","CAGL0L00473g",349.386694079419,1.40441759388003,0.232211969185485,1.90691552645354e-08,"","CAL0135676","YMR187C","YMR187C","S000004799"
"201","CAGL0L00561g",30.6296328404636,2.05953604584379,0.654314816372328,0.00587036215752106,"","CAL0135106","YPL232W","SSO1","S000006153"
"202","CAGL0L00715g",1879.76700907697,1.18406714112987,0.188053173304893,4.36904080433019e-09,"","CAL0136128","YIL048W","NEO1","S000001310"
"203","CAGL0L01177g",12784.6059787591,1.0299683190318,0.248515651651842,0.000191354296733906,"FRDS1","CAL0135866","YEL047C","FRD1","S000000773"
"204","CAGL0L01265g",497.2336537405,1.18790530792432,0.287449560176139,0.000201293907806214,"","CAL0135552","YEL041W","YEF1","S000000767"
"205","CAGL0L01705g",1054.44110243871,1.02207561677113,0.210878747834633,9.65083544824511e-06,"","CAL0135016","YKL047W","ANR2","S000001530"
"206","CAGL0L02101g",2944.16543980912,1.08217460102693,0.184785412809138,5.62490845348908e-08,"","CAL0135532","YBR290W","BSD2","S000000494"
"207","CAGL0L02321g",591.874984408524,1.65995210937105,0.1863172809007,2.99002657453569e-17,"","CAL0136040","YKL001C","MET14","S000001484"
"208","CAGL0L02827g",1188.31713814525,1.60608312957522,0.176185860502407,5.21019270217576e-18,"","CAL0135078","YOR208W","PTP2","S000005734"
"209","CAGL0L03135g",3643.17528078879,1.28596398963639,0.154795789137578,3.76413363900273e-15,"","CAL0135334","YKR031C","SPO14","S000001739"
"210","CAGL0L03267g",2619.58453062478,1.29556799457451,0.322923209315847,0.00032200152551832,"GAP1","CAL0135508","YKR039W","GAP1","S000001747"
"211","CAGL0L03377g",1433.72894484511,1.04448810573249,0.176661491956555,4.11737357571892e-08,"","CAL0136000","YJL089W","SIP4","S000003625"
"212","CAGL0L03828g",1174.16755087811,2.98618044357394,0.306234053595821,1.65761479075052e-20,"","CAL0135972","YNL111C","CYB5","S000005055"
"213","CAGL0L03938g",821.097126060533,1.26660040658538,0.206213123052317,1.11628120887174e-08,"","CAL0136036","YNL115C","YNL115C","S000005059"
"214","CAGL0L04598g",4633.77672649479,1.57162664321886,0.236324871059141,4.84911149102878e-10,"","CAL0135762","YOR173W","DCS2","S000005699"
"215","CAGL0L04686g",157.93721194619,1.67851290398103,0.305746856977108,4.07585436764168e-07,"","CAL0136092","YGR110W","CLD1","S000003342"
"216","CAGL0L05434g",1891.16655473467,1.66123045977831,0.204978508062149,1.84251510980134e-14,"SUN4","CAL0135718","YJL116C","NCA3","S000003652"
"217","CAGL0L05720g",1420.69399612203,1.94453199799557,0.216189143139526,1.43016371914528e-17,"","CAL0135566","YJL132W","YJL132W","S000003668"
"218","CAGL0L05742g",1065.3266193186,1.19568753062865,0.174491067402729,1.36642674308047e-10,"","CAL0135616","YJL133W","MRS3","S000003669"
"219","CAGL0L06028g",692.003103521167,1.03211561979067,0.280208602581351,0.00105510570257457,"","CAL0135916","YGL181W","GTS1","S000003149"
"220","CAGL0L06094g",3585.48136586325,3.30668958114375,0.174380998492487,8.72488497844168e-77,"STR3","CAL0135454","YGL184C","STR3","S000003152"
"221","CAGL0L06292g",2203.55479060258,1.34276037971304,0.201141660609359,4.16146117515307e-10,"","CAL0135338","YDR100W","TVP15","S000002507"
"222","CAGL0L07744g",3722.82848633413,1.01888591729564,0.191845716409378,1.02997196981995e-06,"ADP1","CAL0135056","YCR011C","ADP1","S000000604"
"223","CAGL0L08426g",519.452266810063,2.39942974202842,0.288127371615718,3.22452032155862e-15,"SUE1","CAL0135372","YPR151C","SUE1","S000006355"
"224","CAGL0L09108g",622.765333573244,1.01044138925521,0.227226087509567,5.52160178879487e-05,"","CAL0136124","YPR002W","PDH1","S000006206"
"225","CAGL0L09251g",7091.56400988991,1.42534228766821,0.232957638067553,1.27469604972998e-08,"","CAL0135768","YPR005C","HAL1","S000006209"
"226","CAGL0L09999g",2213.88181997437,1.22863068885386,0.228741616088751,7.60021484867246e-07,"","CAL0135546","YOR044W","IRC23","S000005570"
"227","CAGL0L10494g",1148.79903361175,1.14482715614592,0.160195727851972,1.95553219956179e-11,"","CAL0135592","YOR070C","GYP1","S000005596"
"228","CAGL0L10714g",18468.8311947227,2.41873584344795,0.214100804387864,1.99497581015758e-27,"ERG2","CAL0135580","YMR202W","ERG2","S000004815"
"229","CAGL0L11110g",1054.1065220046,1.3458623868148,0.176778268615264,7.3502059748784e-13,"CNA1","CAL0136126","YML057W","CMP2","S000004521"
"230","CAGL0L11902g",1021.45280762962,1.60150188271234,0.185923014936856,3.33814549217845e-16,"","CAL0135420","YER170W","ADK2","S000000972"
"231","CAGL0L12012g",1240.28055123258,1.21560487941587,0.321487889937131,0.000738523294465269,"","CAL0136020","YER175C","TMT1","S000000977"
"232","CAGL0L12562g",894.218660846852,1.3278275074993,0.192963323944518,1.13570394261575e-10,"","CAL0136080","YPL038W","MET31","S000005959"
"233","CAGL0M01452g",62.095135446195,1.58299667714027,0.441093706710142,0.00147561409279425,"","CAL0137139","YDR323C","PEP7","S000002731"
"234","CAGL0M01628g",3500.00922362221,1.00430458923713,0.166375819224316,2.02329583275157e-08,"SAC7","CAL0136253","YDR389W","SAC7","S000002797"
"235","CAGL0M02981g",651.485586227827,1.16655499410325,0.249572032579655,2.11622229429014e-05,"","CAL0136359","YMR278W","PRM15","S000004891"
"236","CAGL0M03179g",2859.6507783754,1.10317688244266,0.166470395666225,5.66504632886227e-10,"","CAL0136953","YKR018C","YKR018C","S000001726"
"237","CAGL0M03839g",15069.5659364192,3.27801931241625,0.207536987327555,2.41360107133592e-53,"","CAL0136307","YNL305C","BXI1","S000005249"
"238","CAGL0M04125g",2668.10755940442,2.32407058746792,0.199914677999858,5.47924856196206e-29,"","CAL0137287","YNL320W","YNL320W","S000005264"
"239","CAGL0M04191g",20233.5249034279,2.11330566990341,0.185285948863552,6.32797249471112e-28,"YPS1","CAL0136285","YLR120C","YPS1","S000004110"
"240","CAGL0M04565g",854.02252153954,1.16680743425236,0.214044629021496,5.00814262261031e-07,"","CAL0137433","YLR144C","ACF2","S000004134"
"241","CAGL0M04763g",3791.21278540641,1.18493418456044,0.28285190841714,0.000159764899290793,"","CAL0136345","YOR289W","YOR289W","S000005815"
"242","CAGL0M05049g",11429.9805067221,1.32917976840159,0.155026262038429,4.51161181384073e-16,"","CAL0136343","YMR238W","DFG5","S000004851"
"243","CAGL0M06347g",1644.2194571749,2.35938420223279,0.187834522025808,9.11762466995185e-34,"","CAL0137463","YBR183W","YPC1","S000000387"
"244","CAGL0M06435g",32.4104390949516,2.8243238018926,0.730859774640905,0.000552541774813543,"","CAL0137143","YBR186W","PCH2","S000000390"
"245","CAGL0M06963g",381.020242950751,1.85088670047046,0.27528787824006,3.07393879805035e-10,"SOL2","CAL0136339","YCR073W-A","SOL2","S000000718"
"246","CAGL0M07381g",4166.41729360504,1.10083056748771,0.161396929573981,1.67423868841682e-10,"","CAL0136451","YPL053C","KTR6","S000005974"
"247","CAGL0M07403g",1642.22418429311,2.46268371638357,0.203065822449063,1.64341451529952e-31,"OAZ1","CAL0136773","YPL052W","OAZ1","S000005973"
"248","CAGL0M07612g",13253.8765042154,2.2894963730761,0.294664864256533,2.32795414335741e-13,"","CAL0137497","YMR020W","FMS1","S000004622"
"249","CAGL0M07634g",2345.97958093074,2.34112894187874,0.312209905641741,1.65624271343289e-12,"EFG1","CAL0137219","YMR016C","SOK2","S000004618"
"250","CAGL0M07656g",39823.6842042233,1.67674212110755,0.185772577141098,1.11647739267799e-17,"ERG5","CAL0137223","YMR015C","ERG5","S000004617"
"251","CAGL0M08822g",1350.01023444273,1.03814059794423,0.237274012088237,7.43092989163026e-05,"HSP78","CAL0136887","YDR258C","HSP78","S000002666"
"252","CAGL0M09020g",598.309524093503,1.45882139156341,0.279775357544497,1.66463206959141e-06,"","CAL0136871","YJR095W","SFC1","S000003856"
"253","CAGL0M10417g",407.093550357769,1.88264276725805,0.295450938206689,2.75341637824939e-09,"","CAL0137457","YDR003W","RCR2","S000002410"
"254","CAGL0M11440g",220.445693277956,1.45798153213861,0.343684350502037,0.000129134061377843,"","CAL0136667","YLR098C","CHA4","S000004088"
"255","CAGL0M11462g",5048.41948602652,1.58319584233794,0.177750377039612,3.02105163157071e-17,"","CAL0136795","YLR099C","ICT1","S000004089"
"256","CAGL0M11902g",2894.37965950379,1.81442160094016,0.224163576390285,1.99027220821139e-14,"","CAL0137225","YAL034C","FUN19","S000002134"
"257","CAGL0M12320g",7455.12534490194,1.86022264898149,0.160588829990154,8.59851204084447e-29,"","CAL0136221","YAL053W","FLC2","S000000049"
"258","CAGL0M12474g",1953.85158450277,1.29824036844689,0.264473246393875,7.15723664179499e-06,"","CAL0136867","YIL055C","YIL055C","S000001317"
"259","CAGL0M12551g",1465.58232106141,2.4583056284452,0.220395932131954,9.59362951214061e-27,"","CAL0136579","YIL057C","RGI2","S000001319"
"260","CAGL0M12969g",2917.58512876153,1.07450508124378,0.318065451493578,0.00295213721737496,"","CAL0136727","YIL077C","RCI37","S000001339"
"261","CAGL0M13783g",3775.55052989956,1.06745335706441,0.181115922411165,4.57179715186576e-08,"","CAL0136737","YMR304W","UBP15","S000004920"
