!
!Date: 05/27/2024
!From: Saccharomyces Genome Database (SGD) 
!URL: http://www.yeastgenome.org/ 
!Contact Email: sgd-helpdesk@lists.stanford.edu 
!Funding: NHGRI at US NIH, grant number 5-U41-HG001315 
!

Regulator	Regulator Systematic Name	Target	Target Systematic Name	Direction	Regulation of	Happens During	Regulator Type	Direction	Regulation Of	Happens During	Method	Evidence	Strain Background	Reference
MSN2	YMR037C	GUS1	YGL245W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	HAA1	YPR008W	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	HAC1	YFL031W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	HBT1	YDL223C	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	HEM13	YDR044W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	HER1	YOR227W		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	HGH1	YGR187C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	HLJ1	YMR161W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	HNT1	YDL125C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	HOF1	YMR032W	negative	transcription		transcription factor	negative	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	HPF1	YOL155C		transcription		transcription factor		transcription		high-throughput	DNA to cDNA expression microarray evidence	S288C	Hu Z, et al. (2007) PMID:17417638
MSN2	YMR037C	HPF1	YOL155C	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	HRB1	YNL004W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	HSP12	YFL014W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	HSP12	YFL014W	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	HSP150	YJL159W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	HSP150	YJL159W	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	HSP26	YBR072W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	HSP26	YBR072W	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	HSP30	YCR021C		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	HSP30	YCR021C		transcription		transcription factor		transcription		high-throughput	DNA to cDNA expression microarray evidence	S288C	Hu Z, et al. (2007) PMID:17417638
MSN2	YMR037C	HSP32	YPL280W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	HSP33	YOR391C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	HSP42	YDR171W		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	HSP42	YDR171W	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	HSP60	YLR259C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	HSP78	YDR258C		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	HSP78	YDR258C	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	HSP82	YPL240C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	HSP82	YPL240C	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	HST2	YPL015C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	HSU1	YLL058W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	HXK1	YFR053C	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	HXT3	YDR345C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	HXT6	YDR343C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	IDH1	YNL037C	negative	transcription		transcription factor	negative	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	IDH2	YOR136W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	IKI1	YHR187W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	IKS1	YJL057C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	IMG2	YCR071C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	INO1	YJL153C	negative	transcription		transcription factor	negative	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	IRC22	YEL001C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	ISU2	YOR226C		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	ISW1	YBR245C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	KAP114	YGL241W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	KAR1	YNL188W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	KNS1	YLL019C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	KTR2	YKR061W	negative	transcription		transcription factor	negative	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	KTR3	YBR205W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	LAM4	YHR080C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	LCB5	YLR260W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	LEU1	YGL009C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	LEU1	YGL009C	negative	transcription		transcription factor	negative	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	LPX2	YKL050C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	LST8	YNL006W		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	MAL12	YGR292W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	MAL31	YBR298C	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	MAL32	YBR299W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	MAL32	YBR299W	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	MCM2	YBL023C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	MCM22	YJR135C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	MDH1	YKL085W		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	MDJ1	YFL016C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	MET10	YFR030W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	MET12	YPL023C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	MET3	YJR010W	negative	transcription		transcription factor	negative	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	MF(ALPHA)2	YGL089C		transcription		transcription factor		transcription		high-throughput	DNA to cDNA expression microarray evidence	S288C	Hu Z, et al. (2007) PMID:17417638
MSN2	YMR037C	MGA1	YGR249W		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	MGA1	YGR249W	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	MHP1	YJL042W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	MIN4	YML007C-A		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	MIP1	YOR330C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	MNN10	YDR245W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	MRH1	YDR033W		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	MRP35	YNL122C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	MRPL11	YDL202W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	MRPL15	YLR312W-A		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	MRPL17	YNL252C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	MRPL22	YNL177C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	MRS4	YKR052C		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	MRX1	YER077C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	MRX16	YDR132C		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	MSB2	YGR014W	negative	transcription		transcription factor	negative	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	MSC3	YLR219W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	MSN4	YKL062W		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	MSN4	YKL062W	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	MST27	YGL051W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	MTH1	YDR277C	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	MTL1	YGR023W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	MUP1	YGR055W	negative	transcription		transcription factor	negative	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	NCE101	YJL205C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	NCE103	YNL036W	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	NGK1	YLR446W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	NOP15	YNL110C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	NPP2	YEL016C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	NPT1	YOR209C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	NRP1	YDL167C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	NSG2	YNL156C		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	NTA1	YJR062C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	NTG2	YOL043C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	NUP133	YKR082W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	NUP85	YJR042W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	OLA1	YBR025C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	OMS1	YDR316W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	OPT1	YJL212C	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	OYE2	YHR179W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	OYE3	YPL171C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	OYE3	YPL171C	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	PAC1	YOR269W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	PAI3	YMR174C	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	PAP1	YKR002W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	PAU12	YGR294W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	PAU16	YKL224C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	PAU20	YOL161C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	PAU6	YNR076W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	PBY1	YBR094W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	PCA1	YBR295W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	PCK1	YKR097W	negative	transcription		transcription factor	negative	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	PCL1	YNL289W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	PCL1	YNL289W	negative	transcription		transcription factor	negative	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	PDC1	YLR044C	negative	transcription		transcription factor	negative	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	PDC6	YGR087C		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	PDR10	YOR328W	negative	transcription		transcription factor	negative	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	PDR12	YPL058C	negative	transcription		transcription factor	negative	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	PDR15	YDR406W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	PDR16	YNL231C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	PDX1	YGR193C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	PEX12	YMR026C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	PEX2	YJL210W	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	PEX32	YBR168W		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	PEX9	YMR018W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	PGK1	YCR012W		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	PGK1	YCR012W	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	PGM1	YKL127W	negative	transcription		transcription factor	negative	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	PHM7	YOL084W	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	PHO91	YNR013C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	PIC2	YER053C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	PKH1	YDR490C	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	PML1	YLR016C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	PMP3	YDR276C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	PNC1	YGL037C	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
